"Domain"	"Status"	"Study.Name"	"Genome.Name.Sample.Name"	"Sequencing.Center"	"IMG.Genome.ID."	"Phylum"	"Genus"	"Species"	"NCBI.Taxon.ID"	"RefSeq.Project.ID"	"NCBI.Project.ID"	"Genome.Completeness.."	"Culture.Type"	"Cultured"	"Depth"	"Ecosystem"	"Ecosystem.Category"	"Ecosystem.Subtype"	"Ecosystem.Type"	"Ecotype"	"Habitat"	"Isolation"	"Metabolism"	"Motility"	"Oxygen.Requirement"	"Phenotype"	"Salinity"	"Specific.Ecosystem"	"Sporulation"	"Temperature.Range"	"Genome.Size.....assembled"	"Gene.Count.....assembled"	"GC.....assembled"	"CDS.......assembled"	"rRNA.Count.....assembled"	"tRNA.Count.....assembled"	"Pseudo.Genes..."	"Horizontally.Transferred.."
"GCF_000025705.1_ASM2570v1"	"Bacteria"	"Finished"	"CSP_777079"	"Sideroxydans lithotrophicus ES-1"	"DOE Joint Genome Institute (JGI)"	646564569	"Proteobacteria"	"Sideroxydans"	"Sideroxydans lithotrophicus"	580332	46801	33161	NA	"Isolate"	"Yes"	""	"Environmental"	"Aquatic"	"Groundwater"	"Freshwater"	""	"Fresh water"	"iron contaminated groundwater in Michigan"	"Iron oxidizer"	""	"Aerobe"	""	""	"Unclassified"	""	"Mesophile"	3003656	3049	0.58	98.26	6	44	0.52	43.42
"GCF_000145255.1_ASM14525v1"	"Bacteria"	"Finished"	"CSP_777079"	"Gallionella capsiferriformans ES-2"	"DOE Joint Genome Institute (JGI)"	648028028	"Proteobacteria"	"Gallionella"	"Gallionella capsiferriformans"	395494	51505	32827	NA	"Isolate"	"Yes"	""	"Environmental"	"Aquatic"	"Groundwater"	"Freshwater"	""	"Fresh water"	"iron contaminated groundwater in Michigan"	"Iron oxidizer"	"Motile"	"Aerobe"	""	""	"Unclassified"	""	"Mesophile"	3162471	3006	0.53	97.9	9	51	1.63	34.86
"GCF_000196355.1_ASM19635v1"	"Bacteria"	"Finished"	"Five Bacteria involved in Nitrification"	"Nitrosospira multiformis ATCC 25196"	"DOE Joint Genome Institute (JGI)"	637000197	"Proteobacteria"	"Nitrosospira"	"Nitrosospira multiformis"	323848	58361	13912	NA	"Isolate"	"Yes"	""	"Environmental"	"Terrestrial"	"Unclassified"	"Soil"	""	"Soil, Terrestrial"	"soil"	"Ammonia-oxidizer, Nitrifying"	"Motile"	"Aerobe"	""	""	"Unclassified"	""	"Mesophile"	3234309	2885	0.54	97.99	3	43	0.76	35.67
"GCF_000175095.2_ASM17509v2"	"Bacteria"	"Finished"	"Nitrosomonas Isolates"	"Nitrosomonas sp. AL212"	"DOE Joint Genome Institute (JGI)"	650716066	"Proteobacteria"	"Nitrosomonas"	"Nitrosomonas sp. AL212"	153948	55727	32989	NA	"Isolate"	"Yes"	""	"Engineered"	"Wastewater"	"Unclassified"	"Unclassified"	""	"Aquatic, Soil"	"laboratory waste water treatment reactor"	"Ammonia-oxidizer, Nitrifying"	"Motile"	"Aerobe"	""	""	"Unclassified"	"Nonsporulating"	"Mesophile"	3337023	3238	0.45	98.64	3	38	6.52	11.67
"GCF_000219585.1_ASM21958v1"	"Bacteria"	"Finished"	"Nitrosomonas oligotropha Proposal # 0083-060710"	"Nitrosomonas sp. IS79A3"	"DOE Joint Genome Institute (JGI)"	650716067	"Proteobacteria"	"Nitrosomonas"	"Nitrosomonas sp. Is79A3"	261292	68745	52837	NA	"Isolate"	"Yes"	"0.5 m (root zone in the littoral zone of the lake)"	"Environmental"	"Aquatic"	"Sediment"	"Freshwater"	""	"Aquatic, Fresh water"	"freshwater sediment"	"Nitrifying"	"Motile"	"Aerobe"	""	""	"Unclassified"	""	"Mesophile"	3783444	3597	0.45	98.78	3	38	5.03	0.78
"GCF_000009145.1_ASM914v1"	"Bacteria"	"Finished"	"Nitrosomonas europaea"	"Nitrosomonas europaea ATCC 19718"	"DOE Joint Genome Institute (JGI)"	637000195	"Proteobacteria"	"Nitrosomonas"	"Nitrosomonas europaea"	228410	57647	52	NA	"Isolate"	"Yes"	""	""	""	""	""	""	"Fresh water, Soil"	""	"Carbon dioxide fixation, Nitrifying"	"Motile"	"Aerobe"	"Nitrogen cycle"	""	""	""	"Mesophile"	2812094	2630	0.51	97.79	3	41	4.22	18.44
"GCF_000014765.1_ASM1476v1"	"Bacteria"	"Finished"	"Five Bacteria involved in Nitrification"	"Nitrosomonas eutropha C91"	"DOE Joint Genome Institute (JGI)"	637000196	"Proteobacteria"	"Nitrosomonas"	"Nitrosomonas eutropha"	335283	58363	13913	NA	"Isolate"	"Yes"	""	"Engineered"	"Wastewater"	"Unclassified"	"Unclassified"	""	"Fresh water, Host"	"sewage disposal plant in Chicago, IL, USA"	"Ammonia-oxidizer, Nitrifying"	"Motile"	"Aerobe"	"Carbon sequestration"	""	"Unclassified"	""	"Mesophile"	2781824	2695	0.49	97.92	3	41	3.3	20.22
"GCF_000014865.1_ASM1486v1"	"Bacteria"	"Finished"	"Magnetococcus MC-1"	"Magnetococcus sp. MC-1"	"DOE Joint Genome Institute (JGI)"	639633036	"Proteobacteria"	"Magnetococcus"	"Magnetococcus sp. MC-1"	156889	57833	262	NA	"Isolate"	"Yes"	""	"Environmental"	"Aquatic"	"Neritic zone"	"Marine"	""	"Aquatic, Marine"	"Water from the Pettaquamscutt Estuary in Rhode Island"	"Iron reducer, Magnetite production"	"Motile"	"Facultative"	"Non-Pathogen"	""	"Unclassified"	""	"Mesophile"	4719581	3823	0.54	98.3	9	45	1.1	13.21
"GCF_000283515.1_ASM28351v1"	"Bacteria"	"Finished"	"Sphingobium sp. SYK-6"	"Sphingobium sp. SYK-6"	"National Institute of Technology and Evaluation"	2511231055	"Proteobacteria"	"Sphingobium"	"Sphingobium sp. SYK-6"	627192	73353	67115	NA	"Isolate"	"Yes"	""	"Engineered"	"Industrial production"	"Unclassified"	"Unclassified"	""	"Soil"	"waste liquor of a kraft pulp mill"	""	""	""	""	""	"Unclassified"	""	"Mesophile"	4348133	4121	0.66	98.57	6	50	0	8.52
"GCF_000091125.1_ASM9112v1"	"Bacteria"	"Finished"	"Sphingobium japonicum UT26S"	"Sphingobium japonicum UT26S"	"National Institute of Technology and Evaluation"	646564570	"Proteobacteria"	"Sphingobium"	"Sphingobium japonicum"	452662	47077	19949	NA	"Isolate"	"Yes"	""	"Environmental"	"Terrestrial"	"Unclassified"	"Soil"	""	"Soil"	"upland &#947;-HCH contaminated soil in Japan"	""	""	""	""	""	"Unclassified"	""	"Mesophile"	4424862	4460	0.65	98.52	9	55	0	14.96
"GCF_000013005.1_ASM1300v1"	"Bacteria"	"Finished"	"Erythrobacter litoralis HTCC2594"	"Erythrobacter litoralis HTCC2594"	"J. Craig Venter Institute (JCVI)"	637000103	"Proteobacteria"	"Erythrobacter"	"Erythrobacter litoralis"	314225	58299	13480	NA	"Isolate"	"Yes"	"10 meters"	"Environmental"	"Aquatic"	"Unclassified"	"Marine"	""	"Aquatic, Marine"	"Sargasso Sea at a depth of 10m"	""	"Motile"	"Aerobe"	""	""	"Unclassified"	"Nonsporulating"	"Mesophile"	3052398	3068	0.63	98.14	3	45	0	9.49
"GCF_000253255.1_ASM25325v1"	"Bacteria"	"Finished"	"Novosphingobium sp. PP1Y"	"Novosphingobium sp. PP1Y"	"Ceinge Biotecnologie Avanzate S. C. a R. L."	650716068	"Proteobacteria"	"Novosphingobium"	"Novosphingobium sp. PP1Y"	702113	67383	66901	NA	"Isolate"	"Yes"	""	""	""	""	""	""	"Fresh water, Host, Soil"	""	"Nitrogen fixation"	"Motile"	"Obligate aerobe"	""	""	""	""	"Mesophile"	5313905	4731	0.63	98.58	9	58	0	17.61
"GCF_000013325.1_ASM1332v1"	"Bacteria"	"Finished"	"Novosphingobium aromaticivorans DSM 12444"	"Novosphingobium aromaticivorans DSM 12444"	"DOE Joint Genome Institute (JGI)"	640427126	"Proteobacteria"	"Novosphingobium"	"Novosphingobium aromaticivorans"	279238	57747	204	NA	"Isolate"	"Yes"	"410 m"	"Environmental"	"Aquatic"	"Unclassified"	"Sediment"	""	"Aquatic, Fresh water, Host, Soil"	"410m depth from a borehole sample that was drilled at the Savannah River Site in South Carolina"	"Degrades aromatic hydrocarbons"	"Nonmotile"	"Obligate aerobe"	""	""	"Unclassified"	"Nonsporulating"	"Mesophile"	4233314	4038	0.65	97.99	9	57	0.52	16.12
"GCF_000013985.1_ASM1398v1"	"Bacteria"	"Finished"	"Sphingopyxis alaskensis"	"Sphingopyxis alaskensis RB2256"	"DOE Joint Genome Institute (JGI)"	637000271	"Proteobacteria"	"Sphingopyxis"	"Sphingopyxis alaskensis"	317655	58351	13907	NA	"Isolate"	"Yes"	""	"Environmental"	"Aquatic"	"Unclassified"	"Marine"	""	"Marine"	"Resurrection Bay in the Gulf of Alaska"	""	""	"Aerobe"	"Ultramicro size"	""	"Unclassified"	"Nonsporulating"	"Mesophile"	3373713	3265	0.65	98.25	3	45	0.4	21.65
"GCF_000218875.1_ASM21887v1"	"Bacteria"	"Finished"	"CSP_788284, Zymomonas mobilis strains"	"Zymomonas mobilis pomaceae Barker 1, ATCC 29192"	"DOE Joint Genome Institute (JGI)"	650716107	"Proteobacteria"	"Zymomonas"	"Zymomonas mobilis"	579138	68445	34927	NA	"Isolate"	"Yes"	""	"Engineered"	"Food production"	"Unclassified"	"Unclassified"	""	""	"Sick cider, Bristol, England"	"Ethanol production"	"Motile"	"Facultative"	""	""	"Unclassified"	""	"Mesophile"	2061413	1838	0.44	96.57	9	51	1.47	6.69
"GCF_000007105.1_ASM710v1"	"Bacteria"	"Finished"	"Zymomonas mobilis mobilis ZM4"	"Zymomonas mobilis mobilis ZM4"	"Macrogen"	637000356	"Proteobacteria"	"Zymomonas"	"Zymomonas mobilis"	264203	58095	12354	NA	"Isolate"	"Yes"	""	"Engineered"	"Food production"	"Unclassified"	"Unclassified"	""	""	"Fermenting sugarcane juice"	"Ethanol production"	"Motile"	"Facultative"	""	""	"Unclassified"	""	"Mesophile"	2056416	2065	0.46	96.76	9	51	0	5.42
"GCF_000016765.1_ASM1676v1"	"Bacteria"	"Finished"	"Sphingomonas wittichii RW1"	"Sphingomonas wittichii RW1"	"DOE Joint Genome Institute (JGI)"	640427144	"Proteobacteria"	"Sphingomonas"	"Sphingomonas wittichii"	392499	58691	17343	NA	"Isolate"	"Yes"	""	"Environmental"	"Aquatic"	"Lotic"	"Freshwater"	""	"Aquatic, Fresh water"	"Elbe River in Germany"	""	"Motile"	"Aerobe"	""	""	"Unclassified"	"Nonsporulating"	"Mesophile"	5915246	5463	0.68	98.83	6	48	0.99	34.36
"GCF_000024465.1_ASM2446v1"	"Bacteria"	"Finished"	"Candidatus Puniceispirillum marinum IMCC1322"	"Candidatus Puniceispirillum marinum IMCC1322"	"Macrogen"	646564516	"Proteobacteria"	"Candidatus Puniceispirillum"	"Candidatus Puniceispirillum marinum"	488538	47081	28081	NA	""	"No"	""	"Environmental"	"Aquatic"	"Unclassified"	"Marine"	""	"Aquatic, Marine"	"East Sea of Korea"	""	""	""	""	""	"Unclassified"	""	"Mesophile"	2753527	2582	0.49	98.49	3	36	0	14.52
"GCF_000226315.1_ASM22631v1"	"Bacteria"	"Finished"	"Micavibrio aeruginosavorus ARL-13"	"Micavibrio aeruginosavorus ARL-13"	"University of Virginia"	2511231069	"Proteobacteria"	"Micavibrio"	"Micavibrio aeruginosavorus"	856793	73585	49751	NA	"Isolate"	"Yes"	""	"Host-associated"	""	""	""	""	"Biofilm, Host"	""	""	""	""	""	""	""	""	""	2481983	2476	0.55	98.26	3	40	0.04	2.5
"GCF_000016185.1_ASM1618v1"	"Bacteria"	"Finished"	"Rhodocista centenaria SW"	"Rhodocista centenaria SW"	"TGen, Arizona State University"	643348571	"Proteobacteria"	"Rhodocista"	"Rhodocista centenaria"	414684	58805	18307	NA	"Isolate"	"Yes"	""	"Engineered"	"Lab synthesis"	"Unclassified"	"Unclassified"	""	"Fresh water"	"derived from ATCC 43720"	""	"Motile"	"Facultative"	""	""	"Unclassified"	""	"Mesophile"	4355548	4065	0.7	98.45	11	52	0	37.96
"GCF_000010725.1_ASM1072v1"	"Bacteria"	"Finished"	"Azospirillum sp. B510"	"Azospirillum sp. B510"	"Kazusa DNA Research Institute"	646311907	"Proteobacteria"	"Azospirillum"	"Azospirillum sp. B510"	137722	46085	32551	NA	"Isolate"	"Yes"	""	"Host-associated"	"Plants"	"Unclassified"	"Unclassified"	""	"Rhizosphere, Soil, Terrestrial"	"rice plants (Oryza sativa cv. Nipponbare)"	"Nitrogen fixation"	"Motile"	"Facultative"	"Organic fertilizer"	""	"Unclassified"	"Nonsporulating"	"Mesophile"	7599738	6417	0.68	98.32	26	79	0	42.47
"GCA_000632475.2_ASM63247v2"	"Bacteria"	"Finished"	"Azospirillum genomes reveal transition of bacteria from aquatic to terrestrial environments"	"Azospirillum brasilense Sp245"	"University of Tennessee"	2511231222	"Proteobacteria"	"Azospirillum"	"Azospirillum brasilense"	192	162161	70627	NA	"Isolate"	"Yes"	""	""	""	""	""	""	"Rhizosphere, Soil"	""	"Nitrogen fixation"	"Motile"	"Facultative"	"Organic fertilizer"	""	""	""	"Mesophile"	7530241	7962	0.68	98.57	14	81	3.63	4.65
"GCF_000283655.1_ASM28365v1"	"Bacteria"	"Finished"	"Azospirillum genomes reveal transition of bacteria from aquatic to terrestrial environments"	"Azospirillum lipoferum 4B"	"CEA Genoscope"	2511231221	"Proteobacteria"	"Azospirillum"	"Azospirillum lipoferum"	862719	82343	50367	NA	"Isolate"	"Yes"	""	"Environmental"	"Terrestrial"	"Unclassified"	"Agricultural field"	""	"Rhizosphere, Soil"	"Rice field of Camargue (South of France) in 1982"	"Nitrogen fixation"	"Motile"	"Microaerophilic"	"Organic fertilizer"	""	"Unclassified"	""	"Mesophile"	6846400	6349	0.68	98.09	25	79	2.11	4.1
"GCF_000009985.1_ASM998v1"	"Bacteria"	"Finished"	"Magnetospirillum magneticum AMB-1"	"Magnetospirillum magneticum AMB-1"	"Tokyo University of Agriculture and Technology"	637000155	"Proteobacteria"	"Magnetospirillum"	"Magnetospirillum magneticum"	342108	58527	16217	NA	"Isolate"	"Yes"	""	"Environmental"	"Aquatic"	"Ponds"	"Freshwater"	""	"Aquatic, Fresh water, Host, Ponds"	"Pond water in Tokyo Japan"	""	"Motile"	"Aerobe"	"Magnetotactic, Synthesizes magnetosomes"	""	"Unclassified"	""	"Mesophile"	4967148	4627	0.65	98.53	6	50	0	16.94
"GCF_000225955.1_ASM22595v1"	"Bacteria"	"Finished"	"Rhodospirillum rubrum F11"	"Rhodospirillum rubrum F11"	"University of Washington"	2511231162	"Proteobacteria"	"Rhodospirillum"	"Rhodospirillum rubrum"	1036743	162149	67413	NA	"Isolate"	"Yes"	""	"Engineered"	"Lab synthesis"	"Unclassified"	"Unclassified"	""	""	"mutant strain of Rhodospirillum rubrum (ATCC 11170)"	""	""	""	""	""	"Unclassified"	""	""	4352825	3945	0.65	98.3	12	55	0	21.29
"GCF_000013085.1_ASM1308v1"	"Bacteria"	"Finished"	"Rhodospirillum rubrum ATCC 11170"	"Rhodospirillum rubrum S1, ATCC 11170"	"DOE Joint Genome Institute (JGI)"	637000241	"Proteobacteria"	"Rhodospirillum"	"Rhodospirillum rubrum"	269796	57655	58	NA	"Isolate"	"Yes"	""	""	""	""	""	""	"Fresh water"	""	"Nitrogen fixation"	"Motile"	"Facultative"	"Non-Pathogen"	""	""	"Nonsporulating"	"Mesophile"	4406557	3933	0.65	97.89	12	55	0.23	41.52
"GCF_000011685.1_ASM1168v1"	"Bacteria"	"Finished"	"Gluconobacter oxydans 621H"	"Gluconobacter oxydans 621H"	"Technical University of Berlin"	637000122	"Proteobacteria"	"Gluconobacter"	"Gluconobacter oxydans"	290633	58239	13325	NA	"Isolate"	"Yes"	""	""	""	""	""	""	"Beer, Fruits, Plants, Wine"	""	""	"Motile"	"Aerobe"	"Acidophile"	""	""	""	"Mesophile"	2922384	2742	0.61	97.16	12	50	0	15.94
"GCF_000021325.1_ASM2132v1"	"Bacteria"	"Finished"	"Gluconacetobacter diazotrophicus PAl 5, DSM 5601"	"Gluconacetobacter diazotrophicus PA1 5"	"Laboratorio Nacional de Computacao Cientifica, ANRT"	641228493	"Proteobacteria"	"Gluconacetobacter"	"Gluconacetobacter diazotrophicus"	272568	61587	377	NA	"Isolate"	"Yes"	""	"Host-associated"	"Plants"	"Unclassified"	"Rhizoplane"	""	"Host"	"sugarcane roots"	"Nitrogen fixation"	"Motile"	"Aerobe"	"Acetic-acid"	""	"Unclassified"	"Nonsporulating"	"Mesophile"	3999591	3997	0.66	98.32	12	55	1.95	7.21
"GCF_000010965.1_ASM1096v1"	"Bacteria"	"Finished"	"Acetobacter pasteurianus"	"Acetobacter pasteurianus IFO 3283-12"	"National Institute of Technology and Evaluation"	646862304	"Proteobacteria"	"Acetobacter"	"Acetobacter pasteurianus"	634459	158379	32203	NA	"Isolate"	"Yes"	""	"Engineered"	"Food production"	"Unclassified"	"Unclassified"	""	""	"film in fermentor of rice vinegar"	"Acid-producing, Nitrogen fixation"	""	"Aerobe"	""	""	"Unclassified"	""	""	3336990	3118	0.53	97.69	15	57	0	0.03
"GCF_000202835.1_ASM20283v1"	"Bacteria"	"Finished"	"Acidiphilium multivorum AIU301"	"Acidiphilium multivorum AIU301"	"National Institute of Technology and Evaluation"	650716002	"Proteobacteria"	"Acidiphilium"	"Acidiphilium multivorum"	926570	63345	60101	NA	"Isolate"	"Yes"	""	"Environmental"	"Terrestrial"	"Mine"	"Geologic"	""	"Fresh water"	"Pyritic acid mine drainage"	""	"Motile"	"Aerobe"	"Acidophile"	""	"Unclassified"	""	"Mesophile"	4214744	4004	0.67	98.6	6	48	0	4.15
"GCF_000014285.1_ASM1428v1"	"Bacteria"	"Finished"	"Granulibacter bethesdensis CGDNIH"	"Granulibacter bethesdensis CGDNIH1"	"Integrated Genomics"	637000123	"Proteobacteria"	"Granulibacter"	"Granulibacter bethesdensis"	391165	58661	17111	NA	"Isolate"	"Yes"	""	"Host-associated"	"Human"	"Unclassified"	"Unclassified"	""	"Host, Lymph nodes"	"39 year old man with Chronic granulomatous disease"	""	""	""	"Pathogen"	""	"Unclassified"	""	"Mesophile"	2708355	2510	0.59	97.09	9	52	0	28.57
"GCF_000152825.2_ASM15282v2"	"Bacteria"	"Finished"	"Parvularcula bermudensis HTCC2503"	"Parvularcula bermudensis HTCC2503"	"J. Craig Venter Institute (JCVI)"	648028050	"Proteobacteria"	"Parvularcula"	"Parvularcula bermudensis"	314260	51641	13509	NA	"Isolate"	"Yes"	"10 meters"	"Environmental"	"Aquatic"	"Unclassified"	"Marine"	""	"Aquatic, Marine"	"Seawater collected from a depth of 10m at the Bermuda Atlantic Time Series station in the Sargasso Sea"	""	"Motile"	"Aerobe"	""	""	"Unclassified"	"Nonsporulating"	"Mesophile"	2902643	2733	0.61	98.32	3	43	0	13.5
"GCF_000013025.1_ASM1302v1"	"Bacteria"	"Finished"	"Hyphomonas neptunium ATCC 15444"	"Hyphomonas neptunium ATCC 15444"	"J. Craig Venter Institute (JCVI)"	637000135	"Proteobacteria"	"Hyphomonas"	"Hyphomonas neptunium"	228405	58433	15721	NA	"Isolate"	"Yes"	""	"Environmental"	"Aquatic"	"Unclassified"	"Marine"	""	"Aquatic, Marine"	"seawater"	""	"Motile"	"Aerobe"	"Budding, Non-Pathogen"	""	"Unclassified"	""	"Mesophile"	3705021	3577	0.62	98.41	3	43	0.42	41.4
"GCF_000023785.1_ASM2378v1"	"Bacteria"	"Finished"	"CSP_787681, Stalked bacteria"	"Hirschia baltica ATCC 49814"	"DOE Joint Genome Institute (JGI)"	644736375	"Proteobacteria"	"Hirschia"	"Hirschia baltica"	582402	59365	33191	NA	"Isolate"	"Yes"	"5 cm"	"Environmental"	"Aquatic"	"Unclassified"	"Non-marine Saline and Alkaline"	""	"Aquatic, Marine"	"brackish water"	""	"Motile"	"Aerobe"	""	""	"Unclassified"	"Nonsporulating"	"Mesophile"	3540114	3266	0.45	98.65	6	38	1.07	35.7
"GCF_000014745.1_ASM1474v1"	"Bacteria"	"Finished"	"Caulobacter family"	"Maricaulis maris MCS10"	"DOE Joint Genome Institute (JGI)"	637000157	"Proteobacteria"	"Maricaulis"	"Maricaulis maris"	394221	58689	17333	NA	"Isolate"	"Yes"	""	"Environmental"	"Aquatic"	"Unclassified"	"Marine"	""	"Fresh water"	"Puget Sound in Washington"	""	"Motile"	"Facultative"	"Non-Pathogen"	""	"Unclassified"	"Nonsporulating"	"Mesophile"	3368780	3138	0.63	98.12	6	45	0.51	26.16
"GCF_000017265.1_ASM1726v1"	"Bacteria"	"Finished"	"Phenylobacterium zucineum HLK1"	"Phenylobacterium zucineum HLK1"	"Beijing Genomics Institute (BGI)"	642555147	"Proteobacteria"	"Phenylobacterium"	"Phenylobacterium zucineum"	450851	58959	19931	NA	"Isolate"	"Yes"	""	"Host-associated"	"Human"	"Unclassified"	"Reproductive system"	""	"Host"	"Human erythroleukemia cell line K562"	""	"Motile"	"Aerobe"	"Nonfermentative"	""	"Unclassified"	""	"Mesophile"	4379231	3899	0.71	98.85	3	42	0	27.98
"GCF_000019145.1_ASM1914v1"	"Bacteria"	"Finished"	"Caulobacter family"	"Caulobacter sp. K31"	"DOE Joint Genome Institute (JGI)"	641522612	"Proteobacteria"	"Caulobacter"	"Caulobacter sp. K31"	366602	58551	16306	NA	"Isolate"	"Yes"	""	"Environmental"	"Aquatic"	"Groundwater"	"Freshwater"	""	"Fresh water"	"Low-oxygen groundwater sample"	"Chlorophenol degrading"	"Motile"	"Aerobe"	""	""	"Unclassified"	""	"Mesophile"	5889399	5499	0.67	98.98	7	49	0.09	24.84
"GCF_000092285.1_ASM9228v1"	"Bacteria"	"Finished"	"CSP_787681, Stalked bacteria"	"Caulobacter segnis ATCC 21756"	"DOE Joint Genome Institute (JGI)"	646564519	"Proteobacteria"	"Caulobacter"	"Caulobacter segnis"	509190	41709	37277	NA	"Isolate"	"Yes"	""	"Environmental"	"Terrestrial"	"Unclassified"	"Soil"	""	"Fresh water, Soil"	"Soil"	"Chlorophenol degrading"	"Motile"	"Aerobe"	""	""	"Unclassified"	""	"Mesophile"	4655622	4325	0.68	98.61	6	51	2.91	11.91
"GCF_000006905.1_ASM690v1"	"Bacteria"	"Finished"	"Caulobacter crescentus CB15"	"Caulobacter crescentus CB15"	"J. Craig Venter Institute (JCVI)"	637000061	"Proteobacteria"	"Caulobacter"	"Caulobacter crescentus"	190650	57891	298	NA	"Isolate"	"Yes"	""	"Environmental"	"Aquatic"	"Ponds"	"Freshwater"	""	"Aquatic, Fresh water, Marine, Ponds, Soil"	"pond water"	""	"Motile"	"Obligate aerobe"	""	""	"Unclassified"	""	"Mesophile"	4016947	3812	0.67	98.03	6	51	0	2.44
"GCF_000175215.2_ASM17521v2"	"Bacteria"	"Finished"	"CSP_787681, Stalked bacteria"	"Asticcacaulis excentricus CB 48"	"DOE Joint Genome Institute (JGI)"	649633007	"Proteobacteria"	"Asticcacaulis"	"Asticcacaulis excentricus"	573065	55641	32595	NA	"Isolate"	"Yes"	""	"Environmental"	"Aquatic"	"Ponds"	"Freshwater"	""	"Fresh water"	"Pondwater"	""	"Motile"	"Aerobe"	""	""	"Unclassified"	"Nonsporulating"	"Mesophile"	4308776	3921	0.6	98.44	9	49	2.47	18.82
"GCF_000144605.1_ASM14460v1"	"Bacteria"	"Finished"	"CSP_787681, Stalked bacteria"	"Brevundimonas subvibrioides ATCC 15264"	"DOE Joint Genome Institute (JGI)"	648028010	"Proteobacteria"	"Brevundimonas"	"Brevundimonas subvibrioides"	633149	42117	36643	NA	"Isolate"	"Yes"	""	"Environmental"	"Aquatic"	"Ponds"	"Freshwater"	""	"Aquatic, Fresh water, Ponds"	"pond water"	""	""	"Aerobe"	""	""	"Unclassified"	""	"Mesophile"	3445263	3393	0.68	98.35	6	47	0.29	16.36
"GCF_000016405.1_ASM1640v1"	"Bacteria"	"Finished"	"Rhodobacter sphaeroides Strains"	"Rhodobacter sphaeroides ATCC 17025"	"DOE Joint Genome Institute (JGI)"	640427138	"Proteobacteria"	"Rhodobacter"	"Rhodobacter sphaeroides"	349102	58451	15755	NA	"Isolate"	"Yes"	""	""	""	""	""	""	""	""	""	"Motile"	"Facultative"	"Non-Pathogen"	""	""	""	"Mesophile"	4557127	4475	0.68	98.26	12	54	1.43	8.47
"GCF_000015985.1_ASM1598v1"	"Bacteria"	"Finished"	"Rhodobacter sphaeroides Strains"	"Rhodobacter sphaeroides ATCC 17029"	"DOE Joint Genome Institute (JGI)"	640069328	"Proteobacteria"	"Rhodobacter"	"Rhodobacter sphaeroides"	349101	58449	15754	NA	"Isolate"	"Yes"	""	""	""	""	""	""	""	""	""	"Motile"	"Facultative"	"Non-Pathogen"	""	""	""	"Mesophile"	4489380	4268	0.69	98.01	12	55	1.19	2.09
"GCF_000203895.1_ASM20389v1"	"Bacteria"	"Finished"	"Paracoccus denitrificans"	"Paracoccus denitrificans PD1222"	"DOE Joint Genome Institute (JGI)"	639633048	"Proteobacteria"	"Paracoccus"	"Paracoccus denitrificans"	318586	58187	13020	NA	"Isolate"	"Yes"	""	""	""	""	""	""	"Sewage plant, Soil"	""	"Hydrogen oxidizer, Stores polyhydroxybutyrate"	"Nonmotile"	"Aerobe"	""	""	""	"Nonsporulating"	"Mesophile"	5236194	5158	0.67	98.43	9	53	0	18.92
"GCF_000021865.1_ASM2186v1"	"Bacteria"	"Finished"	"Rhodobacter capsulatus SB1003"	"Rhodobacter capsulatus SB1003"	"Integrated Genomics, Institute of Molecular Genetics of the ASCR, v. v. i."	646564563	"Proteobacteria"	"Rhodobacter"	"Rhodobacter capsulatus"	272942	47509	55	NA	"Isolate"	"Yes"	""	"Environmental"	"Terrestrial"	"Unclassified"	"Soil"	""	"Soil"	"Soil"	""	"Motile"	"Facultative"	""	""	"Unclassified"	"Nonsporulating"	"Mesophile"	3871920	3708	0.67	98.22	12	53	0	12.86
"GCF_000164885.1_ASM16488v1"	"Bacteria"	"Finished"	"Ketogulonicigenium vulgare Y25"	"Ketogulonicigenium vulgare Y25"	"Beijing Institute of Biotechnology"	649633059	"Proteobacteria"	"Ketogulonicigenium"	"Ketogulonicigenium vulgare"	880591	59581	51787	NA	"Isolate"	"Yes"	""	"Environmental"	"Terrestrial"	"Unclassified"	"Soil"	""	"Soil, Terrestrial"	"soil"	""	"Nonmotile"	"Anaerobe"	""	""	"Unclassified"	""	"Mesophile"	3288404	3287	0.62	97.75	15	59	0	23.94
"GCF_000223375.1_ASM22337v1"	"Bacteria"	"Finished"	"Ketogulonicigenium vulgare WSH-001"	"Ketogulonicigenium vulgare WSH-001"	"Tianjin Biochip"	2511231188	"Proteobacteria"	"Ketogulonicigenium"	"Ketogulonicigenium vulgare"	759362	161161	48079	NA	"Isolate"	"Yes"	""	""	""	""	""	""	"Soil"	""	""	"Motile"	"Facultative"	""	""	""	""	"Mesophile"	3277101	3125	0.62	97.73	15	56	0	2.37
"GCF_000013565.1_ASM1356v1"	"Bacteria"	"Finished"	"Roseobacter Clade Strains"	"Jannaschia sp. CCS1"	"DOE Joint Genome Institute (JGI)"	637000137	"Proteobacteria"	"Jannaschia"	"Jannaschia sp. CCS1"	290400	58147	12733	NA	"Isolate"	"Yes"	""	"Environmental"	"Aquatic"	"Unclassified"	"Marine"	""	"Aquatic, Marine"	"isolated from Pacific coastal seawater, Bodega Head, CA"	""	"Nonmotile"	"Obligate aerobe"	""	""	"Unclassified"	"Nonsporulating"	"Mesophile"	4404049	4339	0.62	98.71	3	42	0	12.81
