"Tyr" "His" "Phe" "Asn" "Gln" "Lys" "Glu" "Asp" "Cys" "Ser2" "Ile" "S_avg"
"GCF_000192845.1_ASM19284v1" 0.4918 1.0218 0.5847 0.6566 -0.2783 -0.1901 0.0145 -0.0837 -0.0484 0.2957 0.2522 0.4667
"GCF_000023825.1_ASM2382v1" 0.1908 0.992 0.8162 0.5362 -0.4701 -0.3433 0.2398 -0.1498 -0.5922 0.311 0.2365 0.4261
"GCF_000238215.1_ASM23821v1" -0.1638 0.0889 -0.0693 -0.1691 0.2816 0.231 -0.2755 0.0098 0.0318 -0.2379 -0.3837 -0.2266
"GCF_000190535.1_ASM19053v1" 0.4287 0.8434 0.5879 0.5645 0.6166 -0.0505 -0.5005 0.463 -0.2228 0.1906 0.1834 0.3991
"GCF_000212375.1_ASM21237v1" -0.1085 0.4973 0.1608 0.0884 0.0628 0.4661 0.0706 -0.0643 -0.2393 -0.0079 0.5311 0.2285
"GCF_000007585.1_ASM758v1" -0.0442 0.3465 0.2111 0.1928 0.2528 0.3633 -0.3268 0.1068 -0.2404 0.3641 -0.1274 0.0359
"GCF_000183135.1_ASM18313v1" -0.1248 1.6189 0.5614 0.6412 -0.6746 -0.5453 -0.6812 0.2773 -0.4872 0.1363 0.5678 0.4768
"GCF_000010645.1_ASM1064v1" -0.4609 -0.1814 -0.1953 -0.4159 0.493 0.4218 0.4892 -0.7765 -0.4126 -0.1714 -0.497 -0.4092
"GCF_000012825.1_ASM1282v1" 0.6395 1.144 0.4519 0.5196 0.417 0.0903 -0.9438 0.0944 -0.1411 -0.1249 -0.1218 0.2848
"GCF_000190575.1_ASM19057v1" -0.0753 0.2718 -0.1843 -0.0538 0.099 -0.0618 -0.7573 -0.4572 -0.4926 -0.8312 -0.5913 -0.279
"GCF_000025985.1_ASM2598v1" 0.3345 1.2095 0.5686 0.5793 0.3803 0.0787 -0.7178 0.1015 0.1323 0.3227 -0.0736 0.2899
"GCF_000011065.1_ASM1106v1" 0.3749 1.0696 0.3481 0.7001 -0.1548 0.0682 -0.6388 0.089 -0.1502 -0.038 -0.0313 0.3106
"GCA_000210075.1_ASM21007v1" 0.2925 1.0957 0.2893 0.6511 -0.2316 0.1221 -0.6165 0.1392 -0.0095 0.1967 0.1756 0.3438
"GCF_000186225.1_ASM18622v1" -0.1011 0.4307 0.0075 0.0278 -0.3498 -0.0143 -0.576 -0.297 -0.4857 -0.4359 -0.4433 -0.1744
"GCF_000025925.1_ASM2592v1" 0.0877 1.056 1.0446 0.3017 1.8876 1.1261 0.7173 0.2434 0.3979 0.4083 0.3261 0.4146
"GCF_000163055.2_ASM16305v2" 0.3834 0.4513 0.5923 0.2389 -0.283 0.1227 -0.4978 -0.1428 -0.5274 0.0162 0.3905 0.3817
"GCF_000144405.1_ASM14440v1" 0.7122 1.2343 0.8956 0.6634 1.5768 0.8833 0.6317 0.1383 0.3879 1.0482 0.2588 0.5631
"GCF_000261025.1_ASM26102v1" 0.3091 0.5192 0.3187 -0.0057 0.4893 0.5443 -0.0958 -0.155 -0.384 -0.3605 -0.1016 0.0721
"GCF_000220215.1_ASM22021v1" -0.3125 0.2937 0.2704 -0.2791 1.178 0.5286 0.2857 -0.6314 -0.3155 -0.6641 -0.6525 -0.3189
"GCF_000012845.1_ASM1284v1" 0.364 1.4139 0.5396 0.4604 0.1484 0.244 -0.4479 0.5259 0.223 0.2217 -0.0798 0.257
"GCF_000512915.1_ASM51291v1" -0.0642 0.5343 0.1851 0.0782 -1.001 -0.6599 -0.6391 -0.2276 -0.2335 0.1398 0.2185 0.1256
"GCF_000265365.1_ASM26536v1" 0.35 1.691 0.2561 0.481 0.7367 0.5135 0.6166 0.0484 0.4057 0.0456 -0.0702 0.2009
"GCF_000194605.1_ASM19460v1" 0.7751 1.2984 0.6518 0.9512 -0.5176 0.1058 0.3905 0.3517 -0.2427 0.752 0.8095 0.8092
"GCF_000236405.1_ASM23640v1" -0.5817 -0.3481 -0.1848 -0.5924 0.0379 0.2581 -0.2223 -0.6151 -0.5242 -0.8249 -0.395 -0.4423
"GCF_000233435.1_ASM23343v1" -0.3396 -0.4344 0.107 -0.4473 0.1522 0.4744 0.2377 -0.1496 -0.1183 -0.5734 -0.079 -0.2003
"GCF_000022605.2_ASM2260v1" -0.1345 0.1519 -0.0832 -0.1389 0.2685 0.242 0.2073 -0.2477 -0.3842 0.0076 -0.2319 -0.1557
"GCF_000093165.1_ASM9316v1" -0.5411 -0.2965 -0.1004 -0.4293 -0.2346 0.162 0.1319 0.0304 -0.051 0.0828 -0.156 -0.2921
"GCF_000265465.1_ASM26546v1" 0.3557 0.807 0.7169 0.6815 -0.1283 -0.2356 -0.1807 0.1758 -0.6284 -0.2898 0.4343 0.5452
"GCF_000023725.1_ASM2372v1" 0.7231 1.1353 0.8954 0.8158 -0.4321 0.019 -0.0565 0.1512 0.0261 0.5301 0.6328 0.7501
"GCF_000183155.1_ASM18315v1" 0.4594 0.6817 1.0011 0.6161 0.1923 0.1526 0.0933 -0.1244 0.1115 0.2343 0.6763 0.6889
"GCF_000191565.1_ASM19156v1" 0.4631 0.7128 1.0107 0.5842 0.2085 0.1543 0.0698 -0.1144 0.1819 0.2844 0.6534 0.6754
"GCF_000189415.1_ASM18941v1" 0.4683 1.0383 0.5191 0.686 -0.2981 0.0951 0.2859 0.2663 -0.4997 -0.2078 0.3693 0.503
"GCF_000016645.1_ASM1664v1" 0.7141 1.5737 1.2314 0.952 -1.1569 0.2395 0.5008 0.1673 -1.0257 -0.1129 0.7717 0.9003
"GCF_000064305.2_ASM6430v2" 0.7515 1.1566 1.0534 0.8102 -0.2159 0.3452 0.4867 0.1427 -0.5066 0.1547 1.0296 0.9287
"GCF_000220625.1_ASM22062v1" 0.4605 1.1616 0.5393 0.5395 -0.0647 -0.0358 0.3997 0.107 0.3136 0.2527 0.2267 0.4122
"GCF_000023285.1_ASM2328v1" 0.7256 1.1606 0.8993 0.6318 -0.3819 -0.4803 -0.4139 0.4082 0.2505 0.5641 0.4942 0.6473
"GCF_000024125.1_ASM2412v1" 0.1933 0.6604 0.4496 0.1379 0.4059 0.4247 0.1362 -0.0589 -0.465 -0.0347 0.2834 0.2634
"GCF_000153165.2_ASM15316v2" 0.4032 1.0836 0.4454 0.3709 0.3096 0.2707 0.1175 -0.1111 -0.2386 -0.0113 0.3766 0.3934
"GCF_000190595.1_ASM19059v1" 0.2868 0.7542 1.1213 0.3261 0.4375 0.667 0.2202 -0.1918 -0.5349 -0.1142 1.2687 0.791
"GCF_000186265.1_ASM18626v1" 0.632 0.8998 0.8479 0.4865 0.2666 0.4317 0.1204 -0.129 -0.803 -0.2095 0.4529 0.5712
"GCF_000152945.2_ASM15294v2" 0.1956 0.9898 0.7782 0.5718 0.3589 0.3976 0.3259 0.1588 -0.3621 -0.3807 0.6206 0.5648
"GCA_000211855.3_ASM21185v3" 0.8046 1.2646 1.2804 0.729 0.0806 0.7103 0.2782 0.1328 -0.4375 -0.0191 1.5652 1.1352
"GCF_000023465.1_ASM2346v1" 0.3213 0.9855 0.6471 0.551 -0.0797 0.1907 0.3742 -0.0466 -1.4765 -0.3311 0.274 0.4368
"GCF_000060345.1_ASM6034v1" 0.7119 1.2939 0.6265 1.1554 -0.1275 0.2894 0.1678 0.3735 0.4487 -0.0617 0.534 0.7582
"GCF_000265385.1_ASM26538v1" 0.8754 1.0877 0.541 0.7262 -0.3799 0.1906 0.3596 0.4039 -0.0159 -0.0687 0.7522 0.7203
"GCF_000224085.1_ASM22408v1" 0.835 1.2963 0.7615 0.647 0.3125 0.0733 0.1668 0.2652 -0.3266 0.0327 0.4245 0.6202
"GCF_000240075.2_ASM24007v2" 0.8845 1.4884 1.6696 0.8896 0.1753 0.1907 0.4014 0.5496 -0.4772 0.548 1.253 1.1682
"GCF_000024005.1_ASM2400v1" 0.6432 1.1946 0.6209 0.8117 0.2083 -0.0507 0.1112 0.0083 -0.2585 1.1042 0.3443 0.5752
"GCF_000246855.1_ASM24685v1" 0.4973 0.9509 0.9288 0.5567 -0.0627 -0.0919 -0.0026 0.236 0.4922 0.6316 0.5124 0.5995
"GCA_000243115.3_ASM24311v3" 0.4502 1.0143 0.7281 0.4352 -0.0345 -0.0637 -0.244 -0.1315 -0.5495 0.8695 0.0641 0.3613
"GCF_000212735.1_ASM21273v1" 0.2726 0.6687 1.0946 0.4414 0.3473 0.6785 -0.1469 0.1573 0.2317 0.2774 0.3772 0.5164
"GCF_000250635.1_ASM25063v1" 1.0492 1.6164 1.2897 0.8745 -0.0079 0.1656 -0.0048 0.5909 0.0469 0.7882 1.0562 1.055
"GCF_000024845.1_ASM2484v1" 0.4389 0.3287 0.0716 0.5008 1.331 0.3799 0.237 0.2564 0.3811 0.1065 -0.2189 0.1028
"GCF_000224745.1_ASM22474v1" 0.4726 0.3732 -0.0236 0.5078 1.2797 0.3583 0.2146 0.2229 0.5942 0.2322 -0.1765 0.1111
"GCF_000013045.1_ASM1304v1" 0.0671 0.2384 -0.1519 0.3704 -0.1391 0.2744 -0.1351 0.1081 0.2664 -0.2824 -0.5345 -0.1282
"GCA_000146025.1_ASM14602v1" -0.2841 -0.0797 0.0635 -0.1321 0.5831 0.4739 0.2927 -0.2216 0.014 -0.1994 0.0608 -0.0556
"GCF_000020145.1_ASM2014v1" -0.0301 0.7513 0.6963 0.5296 0.3784 0.2517 -0.7193 0.1914 0.7311 0.9247 0.7783 0.5642
"GCF_000020985.1_ASM2098v1" 0.204 -0.2935 -0.2801 -0.3432 0.2264 0.5043 0.2553 0.1553 -0.7397 -0.1847 -0.4034 -0.2363
"GCF_000025725.1_ASM2572v1" 0.6701 0.8911 0.5291 0.824 0.2404 -0.0082 0.1907 0.2245 0.0867 0.1136 0.5002 0.6187
"GCF_000183405.1_ASM18340v1" 0.1318 0.4756 -0.1045 0.1945 0.3837 0.2783 0.2655 0.1342 -0.0554 0.2049 0.0996 0.0845
"GCF_000218625.1_ASM21862v1" 0.1729 0.5416 0.1263 0.2291 0.0919 0.3692 0.11 0.2025 -0.1556 0.2258 0.3464 0.2297
"GCF_000177635.2_ASM17763v2" 0.2569 0.0056 0.1373 0.1701 -0.1265 0.3507 -0.1806 0.0524 -0.2583 0.0743 0.0459 0.1307
"GCF_000517565.1_ASM51756v1" -0.1057 -0.0731 0.2756 -0.1693 -0.0967 0.0703 -0.0428 -0.0812 0.2276 -0.3787 -0.038 -0.0199
"GCF_000194135.1_ASM19413v1" 0.0358 0.1516 0.2416 -0.0422 0.7405 0.4973 0.258 -0.0257 -0.1186 -0.0445 0.2125 0.1124
"GCF_000021725.1_ASM2172v1" 0.7458 0.917 1.3076 0.7968 -1.0888 -0.5178 -0.3797 0.3062 0.0353 0.1728 0.5034 0.7645
"GCF_000012965.1_ASM1296v1" 0.372 0.484 1.0412 0.0852 -0.3813 -0.0464 -0.2918 -0.0561 -0.8981 0.0206 0.1012 0.3286
"GCF_000147355.1_ASM14735v1" 0.8088 0.9441 1.2645 0.5914 -0.643 0.0569 -0.1968 0.1716 -1.0066 0.0628 0.4704 0.7143
"GCF_000183725.1_ASM18372v1" 0.8063 1.0536 1.2135 1.0207 -1.5713 -0.4429 -0.2473 0.3655 -0.0958 0.652 0.4121 0.7765
"GCF_000186245.1_ASM18624v1" 0.4004 0.2781 0.7942 1.1165 0.8443 0.2825 -0.0852 0.2038 0.7137 0.1809 0.3479 0.6137
"GCF_000010345.1_ASM1034v1" 0.548 1.2861 0.828 0.8113 -0.2166 -0.1817 -0.2224 0.1857 -0.6808 0.3497 0.4924 0.6452
"GCF_000017465.1_ASM1746v1" -0.4814 -0.0685 0.4799 0.1426 -0.7554 -0.4112 -0.2693 -0.344 0.1671 -0.5295 0.2598 0.1438
"GCF_000017725.1_ASM1772v1" -0.3254 -0.238 0.3463 0.1244 -0.8666 -0.4909 -0.4009 -0.0309 0.1265 -0.3194 -0.274 -0.0321
"GCF_000017585.1_ASM1758v1" -0.238 0.0568 0.358 -0.0927 -1.0386 -0.0432 0.1907 -0.1169 -0.1756 -0.0104 0.0454 0.0259
"GCF_000015085.1_ASM1508v1" -0.1609 0.5259 0.8405 0.2614 -0.7759 0.0014 -0.0147 0.1496 0.2795 0.2746 0.2369 0.3063
"GCF_000019205.1_ASM1920v1" 0.3813 0.609 1.0793 0.4444 0.1488 -0.2205 -0.2371 0.2283 0.5542 0.4306 0.4045 0.5531
"GCF_000011865.1_ASM1186v1" 0.3624 0.8211 1.0763 0.3364 -0.1033 -0.195 0.018 0.41 0.3057 0.3501 0.4152 0.5105
"GCF_000017485.1_ASM1748v1" 0.2944 0.8165 0.9246 0.2685 -0.1333 -0.2637 0.0479 0.2007 0.1353 0.1287 0.303 0.4108
"GCF_000024885.1_ASM2488v1" 0.0231 0.1959 0.9925 0.2711 -0.6731 -0.0872 -0.1929 0.1403 -0.4386 -0.0401 0.3017 0.3829
"GCF_000265295.1_ASM26529v1" 0.2229 0.3159 0.7787 0.3142 -0.6386 -0.1907 -0.0995 0.1317 0.0661 -0.0828 0.4599 0.4492
"GCF_000092245.1_ASM9224v1" 1.2903 1.1599 1.0947 1.1131 -0.3752 -0.1873 -0.0883 0.5305 -1.2002 0.2312 0.867 1.0435
"GCF_000284355.1_ASM28435v1" 0.8563 1.0942 1.2055 0.9964 0.1421 -0.2352 -0.0889 0.3813 0.4412 0.3377 0.8607 0.9648
"GCF_000284235.1_ASM28423v1" 1.0835 1.2313 1.3413 1.0448 -0.1744 -0.1417 -0.1742 0.5363 0.2667 0.6803 0.8454 1.0311
"GCF_000014025.1_ASM1402v1" 0.8812 0.9463 1.1436 1.0023 -0.0869 -0.232 -0.1446 0.5146 0.7389 0.4514 0.782 0.9289
"GCF_000196135.1_ASM19613v1" 0.3157 0.5856 0.9741 0.7805 -0.1982 -0.2287 -0.6358 0.3943 0.3893 0.3629 0.3513 0.5664
"GCF_000091985.1_ASM9198v1" 0.2237 -0.1068 0.2181 -0.3658 0.2802 0.0158 -0.3453 -0.0417 0.2337 -0.2582 -0.3774 -0.1662
"GCF_000200595.1_ASM20059v1" -0.0266 -0.2796 0.0192 -0.4651 0.1633 0.0668 -0.2332 -0.1877 -0.2775 -0.1145 -0.1789 -0.1797
"GCF_000237285.1_ASM23728v1" 0.0638 -0.1101 0.1144 -0.0046 0.0692 0.1039 -0.0179 -0.1217 0.2829 0.1848 0.1145 0.0773
"GCF_000011725.1_ASM1172v1" 0.1347 0.115 0.347 0.0463 0.2215 0.3189 0.0086 0.2208 0.3887 0.0213 -0.0143 0.0973
"GCF_000270045.1_ASM27004v1" 0.1515 0.211 0.3732 0.0707 0.2256 0.3106 -0.0057 0.2701 0.1346 0.1028 -0.0613 0.0931
"GCF_000008525.1_ASM852v1" 0.0922 0.1709 0.2714 -0.0392 0.3931 0.3076 -0.0561 0.1796 0.2249 0.215 -0.0493 0.0398
"GCF_000196755.1_ASM19675v1" 0.2287 0.1059 0.3098 0.1068 0.2408 0.3028 0.0259 0.208 0.2074 0.0348 -0.0536 0.1066
"GCF_000021165.1_ASM2116v1" 0.1524 0.0502 0.2761 0.0916 0.3146 0.2994 -0.0011 0.0948 0.1314 0.1462 -0.0447 0.0867
"GCF_000009305.1_ASM930v1" 0.107 -0.0366 0.4194 -0.0729 0.1151 0.3507 0.0095 0.0778 -0.1357 -0.052 -0.0727 0.0546
"GCF_000185245.1_ASM18524v1" 0.0852 0.0692 0.3776 0.1656 0.5071 0.3581 0.0977 0.1652 0.176 0.2146 -0.0658 0.1045
"GCF_000148665.1_ASM14866v1" 0.1571 0.0376 0.212 0.0525 0.1354 0.2181 -0.0286 0.2183 0.3048 0.1063 -0.1083 0.04
"GCF_000178935.2_ASM17893v2" 0.1417 0.202 0.3272 0.0401 0.3119 0.3078 0.0357 0.317 0.2089 0.0785 -0.0485 0.0795
"GCF_000255955.1_ASM25595v1" 0.133 0.1448 0.2532 0.0465 0.4888 0.2706 0.0194 0.1223 0.0928 0.0842 -0.0453 0.0665
"GCF_000224575.1_ASM22457v1" 0.1618 0.093 0.2451 0.1761 0.4084 0.3243 0.0515 0.0512 0.3947 0.1389 -0.1188 0.0747
"GCF_000007905.1_ASM790v1" 0.5283 0.1946 -0.0219 -0.2464 0.2259 0.3083 -0.0689 -0.1276 0.3017 -0.0703 -0.0931 -0.0186
"GCF_000010325.1_ASM1032v1" 0.2869 0.4626 0.3779 0.5708 -0.0662 -0.1014 -0.1913 0.2377 -0.5092 0.0298 0.1322 0.3132
"GCF_000185805.1_ASM18580v1" 0.7019 0.1003 0.1176 1.0434 0.2222 0.6813 -0.2983 0.7004 0.3531 1.3706 0.0568 0.4451
"GCF_000191045.1_ASM19104v1" 0.518 0.7773 0.3651 0.3435 0.5234 0.7513 0.2259 0.4233 0.4156 0.3456 0.1794 0.3243
"GCF_000008625.1_ASM862v1" 0.184 0.5346 0.4335 0.6215 -0.1456 0.53 -0.0688 0.3766 0.7838 0.912 0.3742 0.3954
"GCF_000020785.1_ASM2078v1" -0.1281 0.0789 0.378 -0.1826 0.5318 0.641 -0.0826 0.0086 -0.1698 0.0814 -0.412 -0.0691
"GCF_000348765.2_ASM34876v2" -0.1174 0.3535 0.1891 -0.072 0.2985 0.6572 0.0336 -0.1676 -0.4149 0.1279 -0.4293 -0.083
"GCF_000010785.1_ASM1078v1" 0.0632 0.293 -0.2494 -0.0126 -0.0476 0.2623 0.0573 -0.0326 -0.1407 0.0675 0.0861 -0.0375
"GCF_000025605.1_ASM2560v1" 0.1065 0.569 0.0224 0.5471 0.1675 0.4721 0.1284 0.1646 -0.124 0.1868 0.225 0.2107
"GCF_000021545.1_ASM2154v1" 0.1794 0.258 0.3718 0.0955 -0.3558 0.0857 -0.133 -0.0396 0.1833 0.069 0.1256 0.1819
"GCF_000020325.1_ASM2032v1" 0.3071 0.8871 0.4243 0.1884 -0.4623 -0.033 -0.122 0.3597 0.2931 0.2166 0.4703 0.3535
"GCF_000021565.1_ASM2156v1" 0.7743 0.6031 0.1701 0.3574 0.2283 0.2771 0.251 0.2892 0.4584 0.796 0.4794 0.4357
"GCF_000196815.1_ASM19681v1" -0.0828 0.0253 -0.1989 -0.0431 0.1096 0.7208 -0.1195 -0.3952 -0.2693 -0.2623 -0.4793 -0.2712
"GCF_000226295.1_ASM22629v1" 0.003 -0.2394 -0.1465 -0.412 -0.4117 0.3066 0.5298 -0.1743 -0.7607 -0.5071 -0.3112 -0.2437
"GCF_000014905.1_ASM1490v1" 0.1379 0.2288 0.1728 0.2836 0.3576 0.4278 -0.5597 -0.1238 0.3994 0.1995 0.0211 0.1288
"GCF_000014005.1_ASM1400v1" 0.6092 0.3101 0.8184 0.6145 0.6616 0.9091 -0.2906 0.3379 0.7834 0.7935 0.2294 0.5082
"GCF_000022565.1_ASM2256v1" 0.6479 0.6442 0.8189 0.6161 1.119 1.1557 -0.0574 0.1053 0.9428 1.0244 0.355 0.5588
"GCF_000178975.2_ASM17897v2" 0.6546 1.0149 0.6337 0.7183 1.6379 1.0326 -0.0714 -0.0282 1.1452 0.8701 0.4121 0.5664
"GCF_000265425.1_ASM26542v1" 0.5651 1.1391 1.0368 0.6291 1.3317 1.4115 -0.1267 0.3907 0.9437 1.2896 0.4195 0.6209
"GCF_000179915.2_ASM17991v2" 0.536 0.4635 0.5645 0.6046 1.6363 1.4351 0.1902 0.1619 0.5203 1.1633 0.2367 0.4355
"GCF_000012885.1_ASM1288v1" -0.4007 -0.3811 0.2429 -0.1885 0.5879 0.507 0.0491 -0.0851 0.3027 0.1661 -0.165 -0.1214
"GCF_000020385.1_ASM2038v1" -0.1146 0.5114 0.3276 -0.0367 -0.1947 0.4183 -0.1648 0.0758 0.1987 -0.2427 -0.2596 -0.0739
"GCF_000015045.1_ASM1504v1" -0.7572 -0.2902 -0.4934 -0.7424 -0.1638 -0.086 -0.3484 -0.5343 -0.839 -0.4731 -0.7178 -0.6837
"GCF_000210155.1_ASM21015v1" -0.4097 -0.1743 0.2622 -0.2731 -0.1704 0.2394 -0.0947 -0.0405 -0.3546 -0.4113 -0.4022 -0.2388
"GCF_000012925.1_ASM1292v1" -0.4358 -0.1622 -0.4092 -0.6507 -0.3101 -0.05 -0.1484 -0.2381 -0.6248 -0.3314 -0.4902 -0.5021
"GCF_000022265.1_ASM2226v1" 0.0904 0.0469 0.1207 -0.0942 0.2794 -0.0659 -0.2472 0.0456 -0.135 -0.1993 -0.0885 -0.0186
"GCF_000016745.1_ASM1674v1" -0.2304 -0.4365 -0.363 -0.5418 0.0223 -0.2961 -0.3084 -0.357 -0.8361 -0.9093 -0.5414 -0.4559
"GCF_000023645.1_ASM2364v1" 0.5142 1.0498 0.4137 -0.1893 1.0857 -0.1735 -0.3434 0.1031 1.018 0.3027 -0.1297 0.0602
"GCF_000175115.2_ASM17511v2" 0.6499 0.8608 0.2561 -0.1796 0.8757 0.0143 -0.3861 0.0501 0.8482 0.2683 -0.1657 0.0363
"GCF_000024325.1_ASM2432v1" -0.1733 0.0649 0.139 -0.421 0.2687 0.422 -0.2332 -0.1122 -0.0022 -0.0757 -0.2096 -0.1777
"GCF_000023225.1_ASM2322v1" -0.0481 -0.1805 -0.1232 -0.3698 0.5712 0.2447 -0.397 -0.4711 0.1352 -0.2253 -0.5817 -0.3499
"GCF_000015485.1_ASM1548v1" 0.8362 0.2455 0.5186 0.4995 1.5569 0.7434 -0.5317 -0.006 0.8252 0.9393 0.0575 0.3767
"GCF_000021385.1_ASM2138v1" 0.2356 0.128 0.7367 0.0417 2.1468 0.2007 -0.6109 -0.196 0.2541 0.1038 -0.2449 0.121
"GCF_000022125.1_ASM2212v1" 0.6168 0.1911 0.7416 0.5669 0.4207 0.6214 -0.4498 0.1495 0.7889 0.625 0.2888 0.5072
"GCF_000010665.1_ASM1066v1" 0.5032 0.4671 0.619 0.0895 0.7839 0.4762 -0.2173 -0.0537 0.3038 1.2578 0.2412 0.3317
"GCF_000176915.2_ASM17691v2" 0.4513 0.3636 0.4585 -0.0631 0.4556 0.2065 -0.549 -0.1292 0.5478 0.1398 -0.1402 0.0981
"GCF_000023445.1_ASM2344v1" 0.9603 1.2349 1.1256 1.2761 1.8208 0.0909 -0.335 0.7332 0.8768 0.9848 0.7441 0.98
"GCF_000092205.1_ASM9220v1" 0.1713 -0.3582 -0.2435 -0.2995 0.6644 0.2906 -0.045 -0.05 -0.2439 -0.1187 -0.2469 -0.1912
"GCF_000025945.1_ASM2594v1" 0.4306 0.2872 0.6392 0.1664 -0.439 0.3267 0.0849 0.0723 -0.7895 -0.218 0.0089 0.2386
"GCF_000186885.1_ASM18688v1" -0.5881 -0.5265 -0.6337 -0.8445 -0.5814 -0.5939 -0.3074 -0.5994 -1.1673 -1.141 -1.0222 -0.839
"GCF_000018405.1_ASM1840v1" 0.0433 0.061 0.1731 0.0533 0.839 0.773 0.2606 0.1404 0.5442 -0.02 0.0216 0.0664
"GCF_000020365.1_ASM2036v1" 0.1306 -0.1734 0.0922 -0.061 1.0031 0.4509 0.2377 -0.0774 -0.0206 -0.0667 0.0395 0.041
"GCF_000014965.1_ASM1496v1" -0.1458 -0.1767 -0.1131 -0.1579 0.4883 0.4499 0.0201 -0.089 0.09 -0.2533 -0.0806 -0.1135
"GCF_000143965.1_ASM14396v1" 0.3119 -0.0546 0.8522 -0.1357 0.6883 0.0825 0.2175 0.1464 0.396 0.1651 -0.0691 0.1662
"GCF_000013405.1_ASM1340v1" -0.6997 -0.4163 -0.4878 -0.4255 0.0296 -0.0801 -0.2274 -0.3025 -0.706 -0.5022 -0.4178 -0.4782
"GCF_000266945.1_ASM26694v1" 0.0109 0.4146 0.0332 -0.0327 0.62 0.0149 0.0274 0.1356 0.241 0.0515 0.1623 0.0643
"GCF_000195295.1_ASM19529v1" 0.0285 -0.4167 0.0826 -0.2825 -0.1823 0.135 -0.3183 -0.1765 0.1339 0.122 -0.0377 -0.0443
"GCF_000217795.1_ASM21779v1" -0.194 0.2044 -0.4338 -0.0432 0.8464 0.4889 0.2953 0.044 -0.5565 -0.2337 -0.3335 -0.2752
"GCF_000196175.1_ASM19617v1" 1.144 0.7548 1.3328 0.6676 -1.0144 -0.4103 -0.0748 0.2692 0.2543 0.9674 0.8229 0.9475
"GCF_000067165.1_ASM6716v1" 1.0089 0.438 0.6677 0.3414 0.4314 0.7451 -0.0699 0.2602 0.8679 0.1623 -0.1375 0.3239
"GCF_000024805.1_ASM2480v1" 0.3799 -0.1553 1.1438 -0.3204 -0.1106 0.0975 -0.1131 0.1078 0.0735 0.4689 -0.2233 0.117
"GCF_000255295.1_ASM25529v1" 0.5699 1.1783 0.052 0.4296 2.8553 1.0741 0.085 0.0866 0.7797 0.5639 0.2865 0.3081
"GCF_000012685.1_ASM1268v1" 1.0167 1.2766 0.2396 1.0771 2.1663 1.811 0.2672 0.3379 0.4317 1.433 0.2916 0.566
"GCF_000219105.1_ASM21910v1" 0.8334 0.9937 0.1237 0.7163 2.4389 2.0086 0.1253 0.2715 0.789 0.3121 0.2939 0.4384
"GCF_000165485.1_ASM16548v1" 0.8284 0.8616 0.8239 0.6204 1.6739 1.46 0.5791 0.4496 0.3831 0.9871 0.375 0.596
"GCF_000017505.1_ASM1750v1" 0.6022 1.7132 1.1937 0.5207 1.0464 0.2799 0.472 0.1183 1.235 Inf -0.8547 0.1371
"GCF_000013385.1_ASM1338v1" -0.6829 0.6981 0.7956 -0.755 Inf 0.1605 -0.3968 -0.062 0.4352 Inf -0.7914 -0.4001
"GCF_000221025.1_ASM22102v1" 0.4589 0.1554 0.2814 0.1952 0.765 0.7425 0.0047 0.123 0.1075 -0.1405 -0.079 0.1514
"GCF_000020825.1_ASM2082v1" 0.0469 -0.1442 -0.111 0.0075 0.4564 0.3316 -0.22 -0.0242 -0.4784 -0.1529 -0.5116 -0.2181
"GCA_000214095.3_ASM21409v3" -0.0513 0.0232 -0.1549 -0.2638 0.2484 0.4207 -0.3104 0.0787 -0.3859 -0.2332 -0.6173 -0.3465
"GCF_000024765.1_ASM2476v1" 0.4843 0.1839 0.4572 0.5852 0.0068 0.1819 -0.2306 0.3709 0.3375 0.368 0.0372 0.3189
"GCF_000012605.1_ASM1260v1" -0.0968 -0.0893 0.3515 0.2446 -0.3371 0.3846 0.0705 -0.3532 -0.3409 -0.0218 0.1367 0.1753
"GCF_000214825.1_ASM21482v1" 0.4328 0.2993 0.8099 0.2125 -0.063 0.4745 -0.122 0.1807 -0.5862 -0.1303 0.0661 0.3119
"GCA_000227665.3_ASM22766v3" 0.6382 0.229 1.0856 0.2443 0.2391 0.4438 -0.2028 0.1324 -0.2542 -0.0701 0.2722 0.4825
"GCF_000024085.1_ASM2408v1" 0.744 1.0528 0.7582 1.012 -0.3507 -0.0864 -0.2046 0.6247 -0.1143 0.5469 0.7121 0.802
"GCF_000148645.1_ASM14864v1" 1.1211 1.0677 0.8813 1.1038 -0.7979 0.0486 -0.6776 0.4279 -0.4951 1.1293 0.6533 0.877
"GCF_000014885.1_ASM1488v1" 1.1241 0.8697 1.6464 1.127 0.0228 0.4335 -0.6836 0.6168 -0.6184 0.534 0.9342 1.1566
"GCF_000019185.1_ASM1918v1" 0.8533 0.8268 1.6811 1.1189 -0.2145 0.2386 -0.9019 0.5097 -0.8567 0.6086 0.739 1.0446
"GCF_000018285.1_ASM1828v1" 0.9112 0.9626 1.527 1.1431 -0.269 0.1171 -0.8685 0.6722 -0.7988 0.5917 0.7863 1.044
"GCF_000019525.1_ASM1952v1" 1.1221 0.9376 1.4933 1.0607 -0.1607 0.379 -0.991 0.7063 -0.7183 0.7516 0.6186 0.9828
"GCF_000018025.1_ASM1802v1" 1.1028 0.7253 1.0775 0.9319 -0.5234 0.102 -0.9141 0.6145 -0.4614 0.4892 0.2214 0.7091
