"Tyr" "His" "Phe" "Asn" "Gln" "Lys" "Glu" "Asp" "Cys" "Ser2" "Ile" "S_avg"
"GCF_000212375.1_ASM21237v1" 0.2721 0.6708 0.7024 0.6961 1.7595 2.4984 1.4205 -0.1674 0.3172 0.769 0.531 0.5516
"GCF_000007585.1_ASM758v1" 0.8399 1.339 1.9791 0.8995 1.1267 0.9352 -0.1515 0.5616 0.4577 1.1226 0.6759 1.0996
"GCF_000183135.1_ASM18313v1" 0.3685 1.7629 0.8695 1.0565 -0.1662 -0.8264 -0.7357 0.3328 -0.3263 1.0291 0.8483 0.8199
"GCF_000010645.1_ASM1064v1" -0.6043 1.0161 0.072 -0.2316 -0.2756 0.457 -0.2544 -0.1797 0.4257 0.5723 0.1707 -0.1361
"GCF_000012825.1_ASM1282v1" 0.8756 1.3314 1.3955 1.0941 0.7306 0.3076 -1.7332 0.378 0.0374 1.0716 0.7365 0.9945
"GCF_000190575.1_ASM19057v1" 0.708 1.7101 1.2194 1.2259 0.4833 0.1884 -1.3562 0.3626 0.221 1.0915 0.6355 0.9302
"GCF_000025985.1_ASM2598v1" 1.2298 1.9231 1.5017 1.1504 1.1279 0.0204 -0.8364 0.6572 0.082 1.0276 0.7747 1.1036
"GCF_000011065.1_ASM1106v1" 0.9843 1.658 1.32 1.2112 0.7639 0.1606 -1.1052 0.6024 0.1557 1.3578 0.9817 1.1142
"GCA_000210075.1_ASM21007v1" 0.8132 1.6407 1.3227 1.3092 0.3365 0.0261 -1.4983 0.5185 -0.0126 1.2847 0.941 1.0945
"GCF_000186225.1_ASM18622v1" 1.1445 1.5937 1.3667 1.1202 0.2112 0.5135 -0.1492 0.9874 0.0873 1.2907 0.9982 1.1442
"GCF_000025925.1_ASM2592v1" 1.3219 2.2602 2.0092 1.4353 4.3502 2.0941 2.0947 0.7789 0.3787 1.5844 0.8793 1.3345
"GCF_000163055.2_ASM16305v2" 0.7297 1.209 1.3393 0.9259 -1.4071 0.6288 -0.6331 0.1086 -0.1714 0.9862 0.4837 0.8178
"GCF_000144405.1_ASM14440v1" 1.0657 1.4204 1.6909 1.131 2.811 1.9507 1.5578 0.3032 -0.0627 1.196 0.7397 1.1184
"GCF_000261025.1_ASM26102v1" 0.8692 1.9435 0.9291 0.9558 0.4654 1.1968 -0.3325 0.833 0.6172 0.6087 0.4245 0.7649
"GCF_000220215.1_ASM22021v1" 0.4098 1.3198 0.6157 0.8841 1.1756 0.5616 0.304 0.6133 0.611 0.2191 0.2048 0.5356
"GCF_000012845.1_ASM1284v1" 0.6147 1.4382 1.485 1.1653 0.5229 0.4426 0.4937 0.583 0.1427 0.8523 0.8833 1.0364
"GCF_000512915.1_ASM51291v1" 0.6722 1.5297 0.8816 1.6801 -0.4362 -0.5989 -0.2289 0.4507 1.2495 1.1506 0.4837 0.905
"GCF_000265365.1_ASM26536v1" 0.7582 1.0659 2.0359 1.2231 1.801 1.0576 0.7315 0.8926 0.7754 0.6887 0.5906 1.0719
"GCF_000194605.1_ASM19460v1" 1.0408 1.3243 1.2919 1.0523 -0.6308 -0.6629 0.2653 0.2397 -1.9416 0.7304 0.6829 0.9483
"GCF_000236405.1_ASM23640v1" -0.9641 0.2948 -1.0787 0.1223 -Inf -0.7872 0.3412 -1.3732 -Inf -Inf -0.4243 -0.473
"GCF_000233435.1_ASM23343v1" 1.8875 0.0139 0.9019 -0.1446 -0.1624 -0.305 -1.0597 0.1716 1.3865 0.1529 0.4195 0.7386
"GCF_000022605.2_ASM2260v1" -Inf 0.7742 -1.6476 -0.4434 -1.4877 0.2547 -0.3246 -0.9832 -0.6651 0.2073 -0.2613 -Inf
"GCF_000093165.1_ASM9316v1" -0.1077 -Inf -0.9068 -0.15 0.2929 -0.5268 -0.0109 -0.5115 0.8869 1.6058 -0.3476 -0.3336
"GCF_000265465.1_ASM26546v1" 0.9047 1.4343 0.8949 1.1597 -0.8851 -0.4535 -0.4955 0.2684 -0.7343 0.6526 1.0345 1.0215
"GCF_000023725.1_ASM2372v1" 0.0143 0.5203 0.3319 0.3856 0.1451 0.0363 -0.1323 0.2677 0.5673 1.0492 0.46 0.3128
"GCF_000183155.1_ASM18315v1" 0.7583 1.2086 0.9914 1.292 0.0379 0.0502 -0.5206 0.0874 -0.7053 -0.4273 0.472 0.8844
"GCF_000191565.1_ASM19156v1" 0.787 1.1988 0.9368 1.0953 0.0061 0.1321 -0.3897 0.1075 -0.7666 -0.4397 0.5009 0.8254
"GCF_000189415.1_ASM18941v1" 0.657 0.9923 0.7191 1.0209 -0.6901 -0.9933 0.0646 0.5657 -0.7732 0.5177 0.5735 0.7628
"GCF_000016645.1_ASM1664v1" 1.1834 2.1302 1.4284 1.3732 -0.8078 -1.2901 0.1004 0.4373 -0.8515 0.0099 0.895 1.1718
"GCF_000064305.2_ASM6430v2" 0.5385 1.1119 0.5821 0.3472 -0.8055 -0.7443 0.3687 0.0779 -1.2289 0.9535 0.6686 0.5295
"GCF_000220625.1_ASM22062v1" 0.3972 1.369 1.2792 0.638 -1.3727 -1.1509 0.0817 0.2141 -0.8048 0.4769 0.5549 0.7055
"GCF_000023285.1_ASM2328v1" 0.591 1.4639 0.8603 0.8259 -0.3413 -1.0924 -0.6424 0.0322 0.4573 -0.1144 0.8154 0.7835
"GCF_000024125.1_ASM2412v1" 0.3558 0.5574 -0.0236 0.0672 0.537 0.459 0.1944 0.2736 -0.3411 0.6922 0.2502 0.1536
"GCF_000153165.2_ASM15316v2" 0.3391 0.6398 0.4821 0.6232 0.1316 -0.2814 -0.3428 0.3543 -0.0363 0.6223 0.4589 0.5016
"GCF_000190595.1_ASM19059v1" 0.6652 0.904 1.1367 0.7745 -0.6841 -0.2335 -0.3725 0.0424 -0.549 0.4047 0.4416 0.747
"GCF_000186265.1_ASM18626v1" 0.7638 1.1839 0.9726 1.006 -0.5349 -0.2854 -0.049 -0.5369 -1.1515 -0.3635 0.4714 0.7544
"GCF_000152945.2_ASM15294v2" 0.5041 0.9801 0.7496 1.121 -0.2565 -0.0995 -0.0705 0.1141 -2.7465 0.0979 0.0798 0.6041
"GCA_000211855.3_ASM21185v3" 0.4735 1.4111 0.6469 0.6441 -0.6083 -0.1079 -0.0796 -0.7219 -1.2556 -0.0529 1.2363 0.8119
"GCF_000023465.1_ASM2346v1" 0.2484 0.2757 -0.1184 0.4034 0.4665 -0.1603 -0.0571 0.0861 0.1086 0.6152 0.3037 0.2305
"GCF_000060345.1_ASM6034v1" 0.3113 0.5649 0.4391 0.5058 0.348 0.1919 0.2425 0.1444 -0.7074 0.1054 0.3986 0.4252
"GCF_000265385.1_ASM26538v1" 0.8023 1.0937 0.4805 1.1606 0.0738 -0.1732 0.1704 0.0012 -0.7345 0.593 0.2979 0.6482
"GCF_000224085.1_ASM22408v1" 0.5507 0.6584 0.5976 0.6918 0.0435 0.0601 0.0676 0.2108 -0.3861 0.424 0.4162 0.5512
"GCF_000240075.2_ASM24007v2" 0.6435 1.5135 1.4536 0.9921 -0.3323 -0.289 0.8471 0.663 -1.3244 0.4494 0.8992 1.004
"GCF_000024005.1_ASM2400v1" 0.8658 1.6435 1.4714 1.243 1.207 -0.5184 -0.3137 0.0837 0.1032 1.1167 1.231 1.2183
"GCF_000246855.1_ASM24685v1" 0.4685 0.8842 0.2759 0.5213 0.1757 -0.2212 -0.2872 0.0946 -0.0267 0.5388 0.1141 0.3231
"GCA_000243115.3_ASM24311v3" 0.1533 -0.3684 0.0688 0.4684 0.2598 -0.4574 -0.1225 0.1374 0.5737 0.6319 0.0507 0.1806
"GCF_000212735.1_ASM21273v1" 0.7221 0.7136 0.3364 0.3697 0.0557 0.0206 -0.2822 0.2715 -0.244 0.3498 0.4871 0.46
"GCF_000250635.1_ASM25063v1" 0.2638 1.7054 1.1215 1.2665 1.1716 -0.0585 -0.296 -0.4297 -1.6068 -0.3171 0.5232 0.7559
"GCF_000024845.1_ASM2484v1" 1.2608 0.3431 0.8677 1.1134 1.521 1.0181 0.1929 0.6522 1.6674 1.007 0.446 0.8219
"GCF_000224745.1_ASM22474v1" 0.9632 0.8299 1.0035 0.6093 0.9183 0.974 0.3151 0.3508 1.0515 1.277 0.1906 0.6289
"GCF_000013045.1_ASM1304v1" 1.0417 1.2418 0.7606 1.3615 1.6013 1.2352 0.6766 1.0769 0.4846 0.8259 0.3252 0.7814
"GCA_000146025.1_ASM14602v1" 0.1793 -0.3687 0.4583 -0.1993 0.9427 0.2754 0.5636 -0.2778 -0.2334 -0.3123 -0.824 -0.166
"GCF_000020145.1_ASM2014v1" 0.5406 0.2612 -0.292 0.383 0.3205 -0.0046 0.2083 0.3591 0.5098 0.394 0.0843 0.1878
"GCF_000020985.1_ASM2098v1" 0.2852 0.373 0.1395 -0.0328 1.4447 -0.1469 0.2686 0.1992 0.0013 0.7606 0.1494 0.1332
"GCF_000025725.1_ASM2572v1" 0.8989 1.3845 1.144 1.0156 0.9289 -0.483 -0.1627 0.2222 -0.4952 0.6223 0.7847 0.9388
"GCF_000183405.1_ASM18340v1" -0.215 -0.0289 0.5386 0.8041 0.6053 0.068 0.3135 0.3589 0.7038 0.791 0.2024 0.3681
"GCF_000218625.1_ASM21862v1" -0.0254 0.3887 0.2059 -0.1694 0.546 -0.2861 -0.1244 -0.2679 0.356 0.7513 -0.2567 -0.0719
"GCF_000177635.2_ASM17763v2" 1.3011 1.2653 0.6295 0.7126 0.4689 -0.2233 -0.6993 0.8792 1.4842 0.9859 1.0413 0.9301
"GCF_000517565.1_ASM51756v1" -0.2008 0.607 -0.4191 0.4014 0.2736 0.0945 -0.0632 -0.0582 0.1969 0.5112 -0.258 -0.1136
"GCF_000194135.1_ASM19413v1" -0.0161 -0.0755 0.3015 0.457 0.9191 0.5744 0.3615 0.3325 -0.2785 1.2285 0.6077 0.3309
"GCF_000021725.1_ASM2172v1" 1.5571 1.4702 1.9395 2.0781 0.1827 -1.3798 -0.5974 0.906 -1.0626 0.6889 1.3431 1.6724
"GCF_000012965.1_ASM1296v1" 0.4811 1.6096 1.384 0.516 -0.3357 0.0832 -0.1491 0.4456 -0.3982 -0.054 0.3079 0.6587
"GCF_000147355.1_ASM14735v1" 0.2548 0.7322 1.5898 0.9674 -0.3684 -1.4995 -0.2671 0.3205 -Inf -Inf 0.2355 0.7274
"GCF_000183725.1_ASM18372v1" 1.134 1.441 1.8564 1.5768 -1.8144 -1.7662 -0.3051 0.5619 -1.0397 0.9156 0.7773 1.2419
"GCF_000186245.1_ASM18624v1" 0.232 0.4301 1.1526 1.2209 1.2348 0.088 0.0721 0.2642 1.0237 0.6714 0.6639 0.8153
"GCF_000010345.1_ASM1034v1" 0.3315 1.1023 0.726 1.0383 0.7923 0.0913 -0.2867 0.4271 -1.0674 0.4022 0.6699 0.6934
"GCF_000017465.1_ASM1746v1" -0.1485 0.5057 -0.9472 -0.0311 -0.1749 -0.1319 0.3984 -0.3655 0.3314 0.7275 -0.2161 -0.3925
"GCF_000017725.1_ASM1772v1" 0.0774 0.8816 -0.0622 0.2468 -0.1832 -0.3766 0.2812 0.3834 0.9754 0.9188 0.4502 0.1665
"GCF_000017585.1_ASM1758v1" 0.1649 -0.0735 -0.1243 -0.0998 -0.1314 -0.182 -0.2777 -0.0058 0.0505 0.474 -0.0029 -0.0503
"GCF_000015085.1_ASM1508v1" 0.3429 -0.2366 1.3247 -0.42 -Inf -0.7538 0.2596 0.3544 -0.4481 0.5509 1.0148 0.5187
"GCF_000019205.1_ASM1920v1" 0.8013 0.1255 1.8654 1.1362 -1.1326 -0.7452 -0.5309 0.5045 -0.2195 0.588 0.3049 1.1025
"GCF_000011865.1_ASM1186v1" -0.0151 -0.2877 -0.2773 -0.256 0.0721 -0.5057 -0.3789 -0.1541 0.5308 0.1774 0.0807 -0.1279
"GCF_000017485.1_ASM1748v1" 0.443 -0.0148 0.5397 -0.0092 -1.2916 -0.7093 -0.4061 -0.2857 0.591 -0.0819 0.687 0.439
"GCF_000024885.1_ASM2488v1" 0.6233 0.7253 0.2957 0.5439 -0.5078 -0.6613 0.1373 0.2666 -0.4606 0.1061 0.1439 0.359
"GCF_000265295.1_ASM26529v1" 0.3494 0.5247 -0.204 0.3536 -0.2711 -0.3468 -0.0077 -0.2348 -0.5284 -0.0102 0.2136 0.1805
"GCF_000092245.1_ASM9224v1" 0.5954 0.5865 1.4205 0.4304 -1.2819 -1.3007 -0.4868 0.2554 -2.2798 -0.0117 0.4363 0.6824
"GCF_000284355.1_ASM28435v1" 0.827 1.484 1.7685 1.1734 -2.3329 -2.2777 0.0405 0.5157 -0.1792 0.2451 0.3481 0.9467
"GCF_000284235.1_ASM28423v1" 0.7026 1.2448 1.4806 1.1095 -1.6583 -2.3669 -0.3006 0.4585 -2.3803 0.4005 0.3907 0.849
"GCF_000014025.1_ASM1402v1" 0.7098 1.6061 1.6544 0.9608 -Inf -1.859 0.0133 0.481 -0.5463 0.6607 0.4092 0.8883
"GCF_000196135.1_ASM19613v1" -0.1534 0.2484 -0.1705 0.096 -0.1687 -0.2936 0.2885 -0.5434 -0.2443 0.6765 0.2115 0.028
"GCF_000091985.1_ASM9198v1" -0.568 -0.2205 -0.3234 -0.6116 0.091 -0.0143 0.3185 -0.194 0.1674 0.3455 0.0512 -0.3076
"GCF_000200595.1_ASM20059v1" 0.0499 9e-04 -0.5724 -0.3084 -0.5243 -0.2695 -0.2772 -0.3037 -0.0382 0.5631 -0.0534 -0.2188
"GCF_000237285.1_ASM23728v1" 0.1481 -0.1242 -0.3301 0.011 0.0414 -0.6304 -0.2477 -0.0027 0.0311 0.4146 0.1811 0.0172
"GCF_000011725.1_ASM1172v1" -0.0296 -0.0674 -0.0859 0.3099 -0.4832 -0.1413 -0.1285 0.0237 0.1144 0.9883 0.2189 0.1149
"GCF_000270045.1_ASM27004v1" 0.0207 -0.4092 -0.1386 -0.2385 -0.064 0.0504 0.0094 -0.253 -0.2033 0.3764 0.1497 -0.0368
"GCF_000008525.1_ASM852v1" -0.0438 0.0936 -0.322 0.1819 -0.242 -0.0272 -0.2579 0.0694 0.5889 0.406 -0.0205 -0.0474
"GCF_000196755.1_ASM19675v1" -0.3487 -0.3234 -0.2094 0.5544 0.1183 -0.0199 0.0491 -0.2166 0.1828 0.5437 0.0552 0.0523
"GCF_000021165.1_ASM2116v1" 0.2116 0.3323 -0.497 0.0878 -0.056 -0.6316 -0.1937 0.0118 0.0363 0.8557 0.1035 -0.0152
"GCF_000009305.1_ASM930v1" -0.1782 -0.1648 -0.2017 0.3905 -0.1124 -0.0757 -0.115 0.2588 0.3491 0.9071 0.1461 0.0755
"GCF_000185245.1_ASM18524v1" -0.3081 -0.6794 0.0034 0.0569 -0.1297 0.0955 -0.0074 -0.1811 1.1283 0.8755 -0.0729 -0.0635
"GCF_000148665.1_ASM14866v1" -0.1911 -0.0285 -0.6107 0.3244 0.1594 -0.0106 0.0605 -0.292 0.4984 0.3651 0.0864 -0.0469
"GCF_000178935.2_ASM17893v2" 0.1053 -0.0827 0.055 0.4611 -0.4806 -0.4155 -0.1616 -0.1204 0.202 0.8507 -0.0268 0.1223
"GCF_000255955.1_ASM25595v1" -0.0326 -0.0624 -0.2777 0.3271 0.2065 0.0219 -0.0145 -0.3315 0.2834 0.5679 0.0759 0.0249
"GCF_000224575.1_ASM22457v1" -0.1399 0.3108 -0.3674 0.252 0.0642 -0.4236 -0.1702 -0.048 -0.2047 0.7852 0.1018 -0.037
"GCF_000007905.1_ASM790v1" 0.587 -0.6476 -0.2171 -0.0782 0.1347 -0.3032 0.0073 -0.3915 0.0855 0.2398 -0.1147 -0.0283
"GCF_000010325.1_ASM1032v1" 0.0075 0.3905 0.3914 1.0105 -0.7496 -0.5639 -0.438 0.5002 0.257 -0.0162 0.2465 0.4019
"GCF_000185805.1_ASM18580v1" 1.8791 1.0251 0.2481 1.059 0.8813 0.9258 0.3232 0.7716 -0.3614 0.2686 0.4019 0.6733
"GCF_000191045.1_ASM19104v1" 1.4658 1.2806 1.3293 1.8652 0.6854 0.8622 0.2884 1.1965 -1.1247 0.699 0.9072 1.2684
"GCF_000008625.1_ASM862v1" 0.7295 2.7449 1.1897 1.3304 -0.0998 0.896 -0.6104 0.8149 -0.3231 0.7521 0.3467 0.9329
"GCF_000020785.1_ASM2078v1" 0.4502 0.9244 0.8895 0.9975 -0.1442 0.1139 -0.2789 -0.1592 0.0406 0.3767 -0.2024 0.6454
"GCF_000348765.2_ASM34876v2" 0.3915 1.1037 0.8136 0.7756 -0.0183 0.2012 -0.8935 0.2887 -0.4364 0.1691 -0.0094 0.6018
"GCF_000010785.1_ASM1078v1" 0.3468 -0.3394 0.3634 0.6261 0.9282 0.4607 0.2548 0.6048 0.5824 -0.1086 0.1961 0.4142
"GCF_000025605.1_ASM2560v1" 0.5081 0.3461 0.2924 0.726 0.1061 0.2483 0.1406 -0.0454 -0.1314 0.5144 0.3985 0.4688
"GCF_000021545.1_ASM2154v1" 0.7553 0.805 0.8965 1.0315 -0.1925 -0.06 0.1032 0.5019 -0.3233 0.439 0.6253 0.8377
"GCF_000020325.1_ASM2032v1" 0.5343 1.4512 1.552 1.154 -0.3456 -0.0904 -0.3411 0.7017 1.2429 -0.4993 0.2168 0.83
"GCF_000021565.1_ASM2156v1" 0.5315 1.5811 0.954 1.053 1.6875 0.1224 0.1356 0.3452 -0.5559 0.2779 0.5244 0.7839
"GCF_000196815.1_ASM19681v1" 0.4358 -0.0497 0.7633 0.8999 0.609 0.4169 -0.3966 0.5056 0.2509 1.0457 0.5945 0.6623
"GCF_000226295.1_ASM22629v1" -0.0213 0.8169 0.2509 0.4563 0.4088 0.1155 -0.0787 0.0674 0.2171 0.7219 0.2534 0.2311
"GCF_000014905.1_ASM1490v1" 0.6139 0.8276 0.9493 0.4968 0.9228 0.3133 -0.2905 -0.0112 1.6631 0.7509 0.4857 0.6208
"GCF_000014005.1_ASM1400v1" 0.7118 1.0137 1.2602 1.2886 0.7891 0.6432 -0.4257 0.6813 1.4272 1.664 0.7213 0.9617
"GCF_000022565.1_ASM2256v1" -0.0661 0.3671 -0.3508 0.2441 1.2699 1.5686 0.0105 0.2193 2.2125 0.6123 -0.4541 -0.2138
"GCF_000178975.2_ASM17897v2" 1.0012 1.1449 0.983 1.2789 2.0242 0.3773 -0.3387 1.305 1.2022 0.6557 1.2228 1.1368
"GCF_000265425.1_ASM26542v1" 1.0443 1.3639 0.8392 0.4396 1.3917 0.9586 -0.0999 0.5545 1.2485 1.26 0.5295 0.6671
"GCF_000179915.2_ASM17991v2" 0.7909 1.0852 0.9464 0.8993 1.8982 0.853 -0.2519 0.5054 0.726 1.1196 0.9597 0.9134
"GCF_000012885.1_ASM1288v1" 1.6257 1.0075 1.5449 1.139 1.7827 0.129 -0.4728 1.1143 0.2896 1.6865 1.1868 1.3245
"GCF_000020385.1_ASM2038v1" 0.5008 0.5713 0.7945 1.3036 1.0268 0.9771 0.4983 0.6006 0.6049 0.4906 0.4856 0.7335
"GCF_000015045.1_ASM1504v1" 0.8677 0.7807 1.3279 1.0886 2.7649 0.8574 0.1801 0.8059 0.6071 0.975 1.2529 1.1658
"GCF_000210155.1_ASM21015v1" 0.87 1.1428 0.9771 0.9697 1.3855 1.1029 0.4007 0.6924 1.3057 0.7846 0.7885 0.8818
"GCF_000012925.1_ASM1292v1" 1.0922 0.8568 1.501 1.3321 1.64 0.8756 0.6249 0.9627 1.2414 0.9926 1.0361 1.202
"GCF_000022265.1_ASM2226v1" 0.3034 0.2069 0.1846 0.3596 1.127 0.3024 -0.0214 0.3402 0.718 0.7053 0.6462 0.4238
"GCF_000016745.1_ASM1674v1" 0.9554 0.9537 1.0276 1.0055 0.9855 0.3387 -0.1491 0.7911 1.1844 0.9402 1.2283 1.0878
"GCF_000023645.1_ASM2364v1" 1.2485 1.0221 1.1599 1.832 1.4085 0.4506 0.1237 0.8378 1.3145 1.4089 1.2033 1.3389
"GCF_000175115.2_ASM17511v2" 0.9417 1.3553 0.6594 0.8735 1.8098 0.5746 0.2787 0.3243 0.0622 -0.6222 0.9153 0.8519
"GCF_000024325.1_ASM2432v1" 0.239 0.3812 0.5413 0.4047 0.4076 0.5415 -0.4511 0.2557 0.9835 0.8833 0.5383 0.4506
"GCF_000023225.1_ASM2322v1" 0.7131 0.664 1.0019 1.2503 1.6332 1.0587 -0.6564 0.374 0.1819 1.1791 0.6365 0.8854
"GCF_000015485.1_ASM1548v1" 2.2722 1.1026 2.2845 2.6433 2.4591 2.3647 -0.6698 0.9833 0.8289 Inf 0.9059 1.8872
"GCF_000021385.1_ASM2138v1" 1.0544 0.2277 1.4904 0.8233 3.3022 1.2342 -0.987 0.6763 0.4933 0.8474 0.8207 1.0412
"GCF_000022125.1_ASM2212v1" 0.9444 0.873 1.006 0.9214 1.2966 0.6453 -1.3454 1.4151 1.9911 0.8262 1.0123 0.9712
"GCF_000010665.1_ASM1066v1" 1.6165 1.228 1.6194 1.2421 1.6501 0.7864 -0.3094 0.5215 2.8415 1.5183 1.0745 1.3446
"GCF_000176915.2_ASM17691v2" 1.1598 0.7727 1.1864 0.9863 2.947 0.8086 0.0748 0.2905 0.4334 1.4784 0.2879 0.7756
"GCF_000023445.1_ASM2344v1" 2.5509 2.2765 1.7911 2.212 3.636 -0.2744 -0.6193 1.0566 0.0139 1.848 1.1642 1.8027
"GCF_000092205.1_ASM9220v1" 0.6996 0.3157 0.7764 0.9931 1.023 0.6642 0.0956 0.4989 0.3714 0.9471 0.4267 0.6748
"GCF_000025945.1_ASM2594v1" 0.5069 0.7248 1.1018 0.594 0.1323 0.4559 0.3219 -0.3467 -1.8372 0.1027 0.2395 0.55
"GCF_000186885.1_ASM18688v1" 0.4971 0.331 1.0832 0.9086 1.3292 0.5062 0.5785 0.7051 0.1836 0.4359 0.869 0.8578
"GCF_000018405.1_ASM1840v1" 0.5067 0.7978 -0.0173 1.0935 1.4913 0.4843 0.2854 0.5032 0.6431 1.9191 0.4335 0.4515
"GCF_000020365.1_ASM2036v1" 0.3876 -0.181 -0.0152 0.5798 0.7258 0.1104 0.1905 0.0685 0.3034 -0.2632 0.1686 0.2493
"GCF_000014965.1_ASM1496v1" 0.7718 0.01 0.785 0.8256 0.8528 0.4617 -0.0434 0.2794 0.5509 0.7478 0.3987 0.6541
"GCF_000143965.1_ASM14396v1" 1.1493 0.8429 1.5307 0.7602 1.261 0.7138 0.0251 0.8242 0.9363 0.7456 0.2319 0.853
"GCF_000013405.1_ASM1340v1" 0.1621 -0.1653 0.2508 0.2032 0.7488 -0.0356 -0.3365 0.1414 0.1585 0.2658 0.328 0.2568
"GCF_000266945.1_ASM26694v1" 0.2726 0.3523 0.5209 0.6093 0.5669 -0.1922 -0.0759 0.1869 0.2158 0.7623 0.2418 0.3936
"GCF_000195295.1_ASM19529v1" 0.2319 0.1179 0.7872 0.8357 0.4103 0.0059 -0.4154 0.414 0.3217 2.2499 0.381 0.5343
"GCF_000217795.1_ASM21779v1" 0.1353 0.8292 0.3463 0.7153 1.5366 0.3601 0.1508 0.2487 0.8177 0.2651 0.4437 0.4085
"GCF_000196175.1_ASM19617v1" 1.7313 1.5881 2.0094 1.3834 -0.951 -0.9999 -0.3975 0.6074 0.7397 0.8497 1.6519 1.6745
"GCF_000067165.1_ASM6716v1" 1.4212 1.0596 1.151 1.7521 1.2808 1.1959 0.8193 0.5796 0.3867 1.9863 1.5164 1.4599
"GCF_000024805.1_ASM2480v1" 0.6987 0.6295 1.0881 0.961 1.2579 0.7828 0.4885 0.326 0.5098 0.5682 0.9438 0.9451
"GCF_000255295.1_ASM25529v1" 1.5602 1.7176 1.1505 1.3092 3.3328 1.5974 0.4606 0.9237 0.786 1.5739 0.6708 1.1003
"GCF_000012685.1_ASM1268v1" 1.6263 1.5751 1.4034 1.2361 2.0605 1.5765 0.6836 0.9867 1.1001 1.8669 0.7309 1.1758
"GCF_000219105.1_ASM21910v1" 1.4185 1.7095 1.5977 1.581 1.7345 0.9489 0.4146 0.9861 0.4764 1.3172 0.7056 1.2607
"GCF_000165485.1_ASM16548v1" 1.5335 1.9583 1.386 1.7628 1.7286 1.7861 0.794 0.9525 1.2416 1.3397 0.9817 1.3604
"GCF_000017505.1_ASM1750v1" 0.7729 2.4966 1.8589 1.3045 2.0962 2.2137 0.7078 0.5059 1.6514 0.637 0.8427 1.1754
"GCF_000013385.1_ASM1338v1" 2.2485 1.8791 Inf 1.1235 Inf 0.9584 0.4978 1.0881 0.845 Inf 1.007 Inf
"GCF_000221025.1_ASM22102v1" 1.5977 0.8653 0.7783 0.3085 1.7876 1.8542 0.317 0.5436 0.2855 0.2646 0.7344 0.794
"GCF_000020825.1_ASM2082v1" 0.8418 0.6035 1.2511 0.9142 0.324 0.3982 -0.3612 0.8877 0.5886 0.898 0.9988 1.0107
"GCA_000214095.3_ASM21409v3" 1.0963 0.5972 0.868 1.2418 0.7422 0.8909 0.1726 1.0606 0.8272 0.7254 1.0022 1.0394
"GCF_000024765.1_ASM2476v1" 0.6859 1.0645 0.4012 0.2016 -0.4384 -0.3675 -0.6481 -0.1118 0.7701 0.6902 0.3115 0.3713
"GCF_000012605.1_ASM1260v1" 0.9279 1.1254 1.4716 1.7821 -0.097 0.2096 -0.2929 0.1838 -0.9938 0.4489 1.4128 1.429
"GCF_000214825.1_ASM21482v1" 0.8586 0.8346 1.4766 1.85 0.2539 -0.1768 -0.484 0.6863 -0.4066 0.6764 0.6292 1.1826
"GCA_000227665.3_ASM22766v3" 0.149 0.5281 1.1813 1.0999 -0.023 0.0649 -0.4633 0.2905 -0.2507 0.5787 0.5166 0.7563
"GCF_000024085.1_ASM2408v1" 0.7299 1.0806 1.3553 1.3959 -0.5339 -0.574 -0.4817 0.2956 -0.2564 0.7599 0.9214 1.1127
"GCF_000148645.1_ASM14864v1" 2.6053 2.1333 1.6103 2.2854 0.7717 0.3158 -0.5181 0.7352 -1.3805 1.7869 0.7297 1.6425
"GCF_000014885.1_ASM1488v1" 1.9906 0.993 1.5641 2.0443 -0.2005 0.4861 -0.512 0.6718 -1.3071 0.8799 0.9213 1.5198
"GCF_000019185.1_ASM1918v1" 1.3257 1.3716 1.9382 1.7418 -0.0861 0.5781 -0.7347 0.6295 -1.7731 0.859 0.6819 1.343
"GCF_000018285.1_ASM1828v1" 1.6532 1.5787 1.6029 2.1288 -0.2213 0.29 -0.7039 0.8643 -1.4272 0.6953 0.9845 1.5172
"GCF_000019525.1_ASM1952v1" 1.1936 1.1926 1.5419 1.8139 0.0894 0.5359 -0.5372 0.4794 -1.5932 0.54 0.7107 1.2644
"GCF_000018025.1_ASM1802v1" 1.1012 0.7463 1.3804 1.7013 0.1789 0.2399 -0.512 0.3058 -2.1111 0.9141 0.4141 1.0942
"GCF_000091325.1_ASM9132v1" 1.5235 0.9524 1.3663 1.4325 0.6003 0.388 -0.4963 0.3824 -0.8107 0.5315 0.721 1.1446
"GCF_000146165.2_ASM14616v2" 1.5269 1.6275 1.8561 2.2279 -0.7479 -0.0235 -0.726 1.0884 -0.2642 1.1958 1.0233 1.5793
"GCF_000203935.1_ASM20393v1" 1.7083 2.0464 2.0307 2.2518 -1.1108 -0.1669 -0.8925 1.078 -0.4831 1.2827 1.1192 1.7112
"GCF_000018765.1_ASM1876v1" 1.1636 1.4539 1.6439 1.9749 -1.1262 -0.1793 -0.8244 0.5765 -1.1158 0.9985 0.8366 1.3191
"GCF_000015185.1_ASM1518v1" 1.157 1.6966 1.5337 1.7521 -0.8024 -0.0505 -0.8125 0.8385 -0.9104 0.9681 0.7756 1.2687
"GCF_000169215.2_ASM16921v2" 0.9085 1.5265 1.6315 1.6439 -0.7624 -0.0539 -0.7853 0.9047 -0.8254 0.9567 0.956 1.2685
