"genome_id" "Genome_Name" "rRNA_CN_rrnDB" "rRNA_CN_IMG" "rRNA_CN_final"
"GCF_000009125.1_ASM912v1" "Ralstonia solanacearum GMI1000" 4 4 4
"GCF_000215325.1_ASM21532v1" "Ralstonia solanacearum Po82" 3 3 3
"GCF_000198775.1_ASM19877v1" "Burkholderia rhizoxinica HKI 454" 3 3 3
"GCF_000020045.1_ASM2004v1" "Burkholderia phymatum STM815" 6 5.33 6
"GCF_000092885.1_ASM9288v1" "Burkholderia sp. CCGE1002" 7 7 7
"GCF_000176935.3_ASM17693v3" "Burkholderia sp. CCGE1001" 6 6 6
"GCF_000148685.1_ASM14868v1" "Burkholderia sp. CCGE1003" 6 6 6
"GCF_000013645.1_ASM1364v1" "Burkholderia xenovorans LB400" 6 6 6
"GCF_000236065.1_ASM23606v1" "Burkholderia sp. YI23" 6 6 6
"GCF_000020125.1_ASM2012v1" "Burkholderia phytofirmans PsJN" 6 6 6
"GCF_000022645.2_ASM2264v1" "Burkholderia glumae BGR1" 5 5 5
"GCF_000194745.1_ASM19474v1" "Burkholderia gladioli BSR3" 5 5 5
"GCF_000010545.1_ASM1054v1" "Burkholderia multivorans ATCC 17616" 5 5 5
"GCF_000016205.1_ASM1620v1" "Burkholderia vietnamiensis G4" NA 6 6
"GCF_000203955.1_ASM20395v1" "Burkholderia cenocepacia HI2424" 6 6 6
"GCF_000009485.1_ASM948v1" "Burkholderia cenocepacia gv. III J2315" 6 6 6
"GCF_000012945.1_ASM1294v1" "Burkholderia cepacia 383" 6 6 6
"GCF_000019925.1_ASM1992v1" "Burkholderia ambifaria MC40-6" 6 6 6
"GCF_000012365.1_ASM1236v1" "Burkholderia thailandensis E264, ATCC 700388" 4 4 4
"GCF_000015465.1_ASM1546v1" "Burkholderia mallei SAVP1" 5 3.67 5
"GCF_000011545.1_ASM1154v1" "Burkholderia pseudomallei K96243" 4 4 4
"GCF_000209655.1_ASM20965v1" "Pusillimonas sp. T7-7" 2 2 2
"GCF_000070465.1_ASM7046v1" "Bordetella avium 197N" 3 3 3
"GCF_000165835.1_ASM16583v1" "Achromobacter xylosoxidans A8" 3 3.33 3
"GCF_000195675.1_ASM19567v1" "Bordetella bronchiseptica RB50" 3 3 3
"GCF_000226625.1_ASM22662v1" "Taylorella asinigenitalis MCE3" 3 3 3
"GCF_000185745.1_ASM18574v1" "Taylorella equigenitalis MCE9" 3 3 3
"GCF_000012745.1_ASM1274v1" "Thiobacillus denitrificans ATCC 25259" 2 2 2
"GCF_000093025.1_ASM9302v1" "Methylotenera versatilis 301, JCM 17579" 3 3 3
"GCF_000023705.1_ASM2370v1" "Methylotenera mobilis JLW8" 2 2 2
"GCF_000023745.1_ASM2374v1" "Methylovorus glucosetrophus SIP3-4" 2 2 2
"GCF_000013705.1_ASM1370v1" "Methylobacillus flagellatus KT" 2 2 2
"GCF_000025705.1_ASM2570v1" "Sideroxydans lithotrophicus ES-1" 2 2 2
"GCF_000145255.1_ASM14525v1" "Gallionella capsiferriformans ES-2" 3 3 3
"GCF_000196355.1_ASM19635v1" "Nitrosospira multiformis ATCC 25196" 1 1 1
"GCF_000175095.2_ASM17509v2" "Nitrosomonas sp. AL212" 1 1 1
"GCF_000219585.1_ASM21958v1" "Nitrosomonas sp. IS79A3" 1 1 1
"GCF_000009145.1_ASM914v1" "Nitrosomonas europaea ATCC 19718" 1 1 1
"GCF_000014765.1_ASM1476v1" "Nitrosomonas eutropha C91" 1 1 1
"GCF_000014865.1_ASM1486v1" "Magnetococcus sp. MC-1" 3 3 3
"GCF_000283515.1_ASM28351v1" "Sphingobium sp. SYK-6" 2 2 2
"GCF_000091125.1_ASM9112v1" "Sphingobium japonicum UT26S" 3 3 3
"GCF_000013005.1_ASM1300v1" "Erythrobacter litoralis HTCC2594" 1 1 1
"GCF_000253255.1_ASM25325v1" "Novosphingobium sp. PP1Y" 3 3 3
"GCF_000013325.1_ASM1332v1" "Novosphingobium aromaticivorans DSM 12444" 3 3 3
"GCF_000013985.1_ASM1398v1" "Sphingopyxis alaskensis RB2256" 1 1 1
"GCF_000218875.1_ASM21887v1" "Zymomonas mobilis pomaceae Barker 1, ATCC 29192" 3 3 3
"GCF_000007105.1_ASM710v1" "Zymomonas mobilis mobilis ZM4" 3 3 3
"GCF_000016765.1_ASM1676v1" "Sphingomonas wittichii RW1" 2 2 2
"GCF_000024465.1_ASM2446v1" "Candidatus Puniceispirillum marinum IMCC1322" 1 1 1
"GCF_000226315.1_ASM22631v1" "Micavibrio aeruginosavorus ARL-13" 1 1 1
"GCF_000016185.1_ASM1618v1" "Rhodocista centenaria SW" 4 3.67 4
"GCF_000010725.1_ASM1072v1" "Azospirillum sp. B510" 9 8.67 9
"GCA_000632475.2_ASM63247v2" "Azospirillum brasilense Sp245" 9 4.67 9
"GCF_000283655.1_ASM28365v1" "Azospirillum lipoferum 4B" 9 8.33 9
"GCF_000009985.1_ASM998v1" "Magnetospirillum magneticum AMB-1" 2 2 2
"GCF_000225955.1_ASM22595v1" "Rhodospirillum rubrum F11" 4 4 4
"GCF_000013085.1_ASM1308v1" "Rhodospirillum rubrum S1, ATCC 11170" 4 4 4
"GCF_000011685.1_ASM1168v1" "Gluconobacter oxydans 621H" 4 4 4
"GCF_000021325.1_ASM2132v1" "Gluconacetobacter diazotrophicus PA1 5" 4 4 4
"GCF_000010965.1_ASM1096v1" "Acetobacter pasteurianus IFO 3283-12" 5 5 5
"GCF_000202835.1_ASM20283v1" "Acidiphilium multivorum AIU301" 2 2 2
"GCF_000014285.1_ASM1428v1" "Granulibacter bethesdensis CGDNIH1" 3 3 3
"GCF_000152825.2_ASM15282v2" "Parvularcula bermudensis HTCC2503" 1 1 1
"GCF_000013025.1_ASM1302v1" "Hyphomonas neptunium ATCC 15444" 1 1 1
"GCF_000023785.1_ASM2378v1" "Hirschia baltica ATCC 49814" 2 2 2
"GCF_000014745.1_ASM1474v1" "Maricaulis maris MCS10" 2 2 2
"GCF_000017265.1_ASM1726v1" "Phenylobacterium zucineum HLK1" 1 1 1
"GCF_000019145.1_ASM1914v1" "Caulobacter sp. K31" 2 2.33 2
"GCF_000092285.1_ASM9228v1" "Caulobacter segnis ATCC 21756" 2 2 2
"GCF_000006905.1_ASM690v1" "Caulobacter crescentus CB15" 2 2 2
"GCF_000175215.2_ASM17521v2" "Asticcacaulis excentricus CB 48" 3 3 3
"GCF_000144605.1_ASM14460v1" "Brevundimonas subvibrioides ATCC 15264" 2 2 2
"GCF_000016405.1_ASM1640v1" "Rhodobacter sphaeroides ATCC 17025" 4 4 4
"GCF_000015985.1_ASM1598v1" "Rhodobacter sphaeroides ATCC 17029" 4 4 4
"GCF_000203895.1_ASM20389v1" "Paracoccus denitrificans PD1222" 3 3 3
"GCF_000021865.1_ASM2186v1" "Rhodobacter capsulatus SB1003" 4 4 4
"GCF_000164885.1_ASM16488v1" "Ketogulonicigenium vulgare Y25" 5 5 5
"GCF_000223375.1_ASM22337v1" "Ketogulonicigenium vulgare WSH-001" 5 5 5
"GCF_000013565.1_ASM1356v1" "Jannaschia sp. CCS1" 1 1 1
"GCF_000011965.2_ASM1196v2" "Ruegeria pomeroyi DSS-3" 3 3 3
"GCF_000511355.1_ASM51135v1" "Leisingera methylohalidivorans MB2, DSM 14336" 5 5 5
"GCF_000014065.1_ASM1406v1" "Ruegeria sp. TM1040" 5 5 5
"GCF_000014045.1_ASM1404v1" "Roseobacter denitrificans OCh 114" 1 1 1
"GCF_000017565.1_ASM1756v1" "Parvibaculum lavamentivorans DS-1" 1 1 1
"GCF_000166055.1_ASM16605v1" "Rhodomicrobium vannielii ATCC 17100" 2 2 2
"GCA_000230975.3_ASM23097v3" "Hyphomicrobium denitrificans 1NES1" 1 1 1
"GCF_000143145.1_ASM14314v1" "Hyphomicrobium denitrificans ATCC 51888" 1 1 1
"GCF_000253295.1_ASM25329v1" "Hyphomicrobium sp. MC1" 1 1 1
"GCF_000230555.1_ASM23055v1" "Pelagibacterium halotolerans B2" 2 2 2
"GCF_000192745.1_ASM19274v1" "Polymorphum gilvum SL003B-26A1" 2 2 2
"GCF_000236645.1_ASM23664v1" "Pseudovibrio sp. FO-BEG1" NA 6 6
"GCF_000014245.1_ASM1424v1" "Chelativorans sp. BNC1" 2 2 2
"GCF_000009625.1_ASM962v1" "Mesorhizobium loti MAFF303099" 2 2 2
"GCF_000176035.2_ASM17603v2" "Mesorhizobium opportunistum WSM2075 (final version from ORNL)" 2 2 2
"GCA_000230995.3_ASM23099v3" "Mesorhizobium australicum WSM2073" 2 2 2
"GCF_000185905.1_ASM18590v1" "Mesorhizobium ciceri bv. biserrulae WSM1271" 2 2 2
"GCF_000017405.1_ASM1740v1" "Ochrobactrum anthropi ATCC 49188" 4 4 4
"GCF_000227645.1_ASM22764v1" "Brucella melitensis bv. 3 NI" 3 3 3
"GCF_000192725.1_ASM19272v1" "Brucella melitensis M28" 3 3 3
"GCF_000018545.1_ASM1854v1" "Ensifer fredii NGR234" 3 3 3
"GCF_000017145.1_ASM1714v1" "Ensifer medicae WSM419" 3 3 3
"GCA_000147775.3_ASM14777v3" "Ensifer meliloti BL225C" 3 1.67 3
"GCF_000016285.1_ASM1628v1" "Agrobacterium vitis bv. III S4" 4 4 4
"GCF_000192635.1_ASM19263v1" "Agrobacterium sp. H13-3" 5 5 5
"GCF_000092025.1_ASM9202v1" "Agrobacterium tumefaciens C58-UWash" 4 4 4
"GCF_000021345.1_ASM2134v1" "Rhizobium leguminosarum bv. trifolii WSM2304" 3 3 3
"GCF_000020265.1_ASM2026v1" "Rhizobium etli CIAT 652" 3 3 3
"GCF_000092045.1_ASM9204v1" "Rhizobium etli CFN 42, DSM 11541" 3 3 3
"GCF_000023185.1_ASM2318v1" "Rhizobium leguminosarum bv. trifolii WSM1325" 3 3 3
"GCF_000520875.1_ASM52087v1" "Rhizobium leguminosarum bv. trifolii CB782" 3 3 3
"GCF_000517605.1_ASM51760v1" "Rhizobium leguminosarum bv. trifolii WSM1689" 3 3 3
"GCF_000009265.1_ASM926v1" "Rhizobium leguminosarum bv. viciae 3841" 3 3 3
"GCF_000016265.1_ASM1626v1" "Rhizobium rhizogenes bv. II K84" 3 3 3
"GCF_000019365.1_ASM1936v1" "Methylobacterium sp. 4-46" 6 6 6
"GCF_000022085.1_ASM2208v1" "Methylobacterium nodulans ORS 2060" 7 7 7
"GCF_000019725.1_ASM1972v1" "Methylobacterium radiotolerans JCM 2831" 6 6.33 6
"GCF_000019945.1_ASM1994v1" "Methylobacterium populi BJ001" 5 5 5
"GCF_000021845.1_ASM2184v1" "Methylobacterium chloromethanicum CM4" 5 5 5
"GCF_000019845.1_ASM1984v1" "Beijerinckia indica indica ATCC 9039" 3 3.33 3
"GCF_000021745.1_ASM2174v1" "Methylocella silvestris BL2, DSM 15510" 2 2 2
"GCF_000092925.1_ASM9292v1" "Starkeya novella DSM 506" 1 1 1
"GCF_000017645.1_ASM1764v1" "Xanthobacter autotrophicus Py2" 2 2 2
"GCF_000010525.1_ASM1052v1" "Azorhizobium caulinodans ORS 571" 3 3 3
"GCF_000218585.1_ASM21858v1" "Oligotropha carboxidovorans OM4" 1 1 1
"GCF_000013885.1_ASM1388v1" "Nitrobacter hamburgensis X14" 1 1 1
"GCF_000012725.1_ASM1272v1" "Nitrobacter winogradskyi Nb-255" 1 1 1
"GCF_000020445.1_ASM2044v1" "Rhodopseudomonas palustris TIE-1" 2 2 2
"GCF_000177255.2_ASM17725v2" "Rhodopseudomonas palustris DX-1" 2 2 2
"GCF_000013685.1_ASM1368v1" "Rhodopseudomonas palustris BisB5" 2 2 2
"GCF_000013365.1_ASM1336v1" "Rhodopseudomonas palustris HaA2" 1 1 1
"GCF_000014825.1_ASM1482v1" "Rhodopseudomonas palustris BisA53" 2 2 2
"GCF_000013745.1_ASM1374v1" "Rhodopseudomonas palustris BisB18" 2 2 2
"GCF_000015165.1_ASM1516v1" "Bradyrhizobium sp. BTAi1" 2 2.33 2
"GCF_000026145.1_ASM2614v1" "Bradyrhizobium sp. ORS278" 2 2 2
"GCF_000011365.1_ASM1136v1" "Bradyrhizobium japonicum USDA 110" 1 1 1
"GCF_000284375.1_ASM28437v1" "Bradyrhizobium japonicum USDA 6" 2 2 2
